order_date,channel,sessions,orders,new_customer_orders,returning_customer_orders,gross_revenue,amount_refunded,units_sold,units_returned,cogs,ad_spend
2025-05-22,Meta Ads,146,3,1,2,255.89,0.0,5,0,91.74,185.51
2025-05-22,Organic Search,362,8,3,5,591.28,0.0,13,0,226.21,0
2025-05-22,Direct,151,5,1,4,370.77,0.0,9,0,130.68,0
2025-05-22,Email,126,5,0,5,422.18,0.0,8,0,158.72,0
2025-05-22,Referral,74,2,0,2,170.43,0.0,3,0,62.84,0
2025-05-22,Bol.com,0,1,0,1,69.79,0.0,1,0,25.42,0
2025-05-23,Google Ads,430,11,6,5,923.57,0.0,19,0,340.86,411.17
2025-05-23,Meta Ads,179,3,2,1,246.04,0.0,5,0,92.65,199.31
2025-05-23,Organic Search,342,8,3,5,696.54,0.0,15,0,255.75,0
2025-05-23,Direct,201,6,1,5,482.29,0.0,11,0,185.84,0
2025-05-23,Email,135,5,0,5,373.73,0.0,8,0,142.24,0
2025-05-23,Referral,93,2,0,2,152.8,0.0,3,0,59.02,0
2025-05-23,Bol.com,0,2,0,2,141.06,0.0,3,0,51.73,0
2025-05-24,Google Ads,309,7,3,4,499.33,0.0,12,0,191.95,258.38
2025-05-24,Meta Ads,121,2,1,1,170.86,0.0,3,0,61.83,138.21
2025-05-24,Organic Search,281,5,2,3,355.78,0.0,9,0,128.6,0
2025-05-24,Direct,126,4,0,4,290.39,0.0,7,0,111.39,0
2025-05-24,Email,116,5,0,5,372.32,0.0,9,0,142.98,0
2025-05-24,Referral,57,1,0,1,84.31,0.0,1,0,31.83,0
2025-05-24,Bol.com,0,1,0,1,78.1,0.0,1,0,28.53,0
2025-05-25,Google Ads,314,8,4,4,573.61,0.0,15,0,207.67,251.14
2025-05-25,Meta Ads,113,2,1,1,169.37,0.0,3,0,62.1,117.48
2025-05-25,Organic Search,275,6,2,4,514.22,0.0,11,0,185.55,0
2025-05-25,Direct,132,4,1,3,322.69,0.0,7,0,116.43,0
2025-05-25,Email,102,4,0,4,304.3,0.0,6,0,116.46,0
2025-05-25,Referral,60,1,0,1,74.23,0.0,1,0,27.85,0
2025-05-25,Bol.com,0,1,0,1,81.95,0.0,1,0,31.13,0
2025-05-26,Google Ads,488,13,7,6,1057.99,51.96,24,1,382.04,398.64
2025-05-26,Meta Ads,189,3,2,1,238.05,0.0,5,0,88.38,223.4
2025-05-26,Organic Search,446,10,4,6,844.66,0.0,19,0,299.95,0
2025-05-26,Direct,177,5,1,4,414.61,0.0,8,0,147.11,0
2025-05-26,Email,156,7,1,6,583.75,0.0,12,0,223.57,0
2025-05-26,Referral,96,3,1,2,258.95,0.0,4,0,99.33,0
2025-05-26,Bol.com,0,2,0,2,139.3,0.0,3,0,51.07,0
2025-05-27,Google Ads,414,10,5,5,832.22,0.0,17,0,312.06,329.7
2025-05-27,Meta Ads,169,3,1,2,248.85,0.0,5,0,93.13,198.6
2025-05-27,Organic Search,365,9,3,6,624.12,0.0,15,0,226.82,0
2025-05-27,Direct,193,6,1,5,482.23,0.0,10,0,171.8,0
2025-05-27,Email,145,6,0,6,504.37,0.0,10,0,188.42,0
2025-05-27,Referral,86,2,1,1,150.11,0.0,3,0,58.03,0
2025-05-27,Bol.com,0,2,0,2,145.83,0.0,3,0,54.44,0
2025-05-28,Google Ads,411,9,5,4,660.86,0.0,16,0,248.48,367.73
2025-05-28,Meta Ads,150,3,1,2,227.28,0.0,5,0,85.74,188.1
2025-05-28,Organic Search,337,7,2,5,515.86,0.0,12,0,183.33,0
2025-05-28,Direct,179,5,1,4,353.15,0.0,8,0,130.97,0
2025-05-28,Email,131,6,0,6,416.27,0.0,10,0,151.41,0
2025-05-28,Referral,74,2,1,1,168.55,0.0,3,0,62.44,0
2025-05-28,Bol.com,0,2,0,2,146.86,0.0,3,0,54.14,0
2025-05-29,Google Ads,346,8,4,4,595.95,0.0,15,0,210.49,377.02
2025-05-29,Meta Ads,173,3,1,2,230.5,0.0,5,0,87.97,165.18
2025-05-29,Organic Search,339,8,3,5,606.88,0.0,15,0,231.21,0
2025-05-29,Direct,151,5,1,4,431.41,0.0,8,0,164.45,0
2025-05-29,Email,145,5,0,5,376.76,0.0,8,0,146.0,0
2025-05-29,Referral,76,2,0,2,152.68,0.0,3,0,57.65,0
2025-05-29,Bol.com,0,2,0,2,158.87,0.0,3,0,57.83,0
2025-05-30,Google Ads,370,10,5,5,751.12,0.0,18,0,279.54,409.29
2025-05-30,Meta Ads,157,3,1,2,253.59,0.0,5,0,93.75,176.71
2025-05-30,Organic Search,407,7,2,5,564.78,0.0,12,0,215.26,0
2025-05-30,Direct,173,6,1,5,425.17,0.0,10,0,155.93,0
2025-05-30,Email,148,5,0,5,399.75,0.0,9,0,143.57,0
2025-05-30,Referral,91,3,1,2,208.97,0.0,5,0,78.24,0
2025-05-30,Bol.com,0,2,0,2,164.08,0.0,3,0,59.75,0
2025-05-31,Google Ads,304,8,4,4,555.98,0.0,13,0,210.27,258.96
2025-05-31,Meta Ads,140,2,1,1,151.99,0.0,3,0,54.03,144.03
2025-05-31,Organic Search,315,7,2,5,581.66,0.0,12,0,207.35,0
2025-05-31,Direct,137,4,0,4,344.6,0.0,7,0,132.87,0
2025-05-31,Email,105,4,0,4,284.17,0.0,7,0,105.19,0
2025-05-31,Referral,66,2,1,1,165.82,0.0,3,0,61.06,0
2025-05-31,Bol.com,0,1,0,1,81.74,0.0,1,0,31.33,0
2025-06-01,Google Ads,329,8,4,4,592.64,0.0,13,0,222.57,316.06
2025-06-01,Meta Ads,136,2,1,1,141.6,0.0,3,0,53.27,143.54
2025-06-01,Organic Search,301,7,2,5,591.51,0.0,13,0,211.1,0
2025-06-01,Direct,142,4,1,3,286.61,0.0,6,0,108.07,0
2025-06-01,Email,108,5,0,5,419.39,0.0,8,0,160.84,0
2025-06-01,Referral,72,2,0,2,166.64,0.0,3,0,64.29,0
2025-06-01,Bol.com,0,1,0,1,86.91,0.0,1,0,31.36,0
2025-06-02,Google Ads,493,14,8,6,1145.63,46.1,25,1,428.27,431.33
2025-06-02,Meta Ads,215,4,2,2,325.68,0.0,6,0,119.02,204.47
2025-06-02,Organic Search,410,8,3,5,587.31,0.0,13,0,209.78,0
2025-06-02,Direct,185,5,1,4,400.82,0.0,9,0,146.2,0
2025-06-02,Email,172,7,1,6,504.57,0.0,11,0,187.38,0
2025-06-02,Referral,87,2,0,2,149.71,0.0,3,0,55.56,0
2025-06-02,Bol.com,0,3,1,2,261.02,0.0,4,0,100.48,0
2025-06-03,Google Ads,450,12,6,6,1029.44,0.0,23,0,372.62,398.48
2025-06-03,Meta Ads,187,3,2,1,230.94,0.0,4,0,85.57,206.58
2025-06-03,Organic Search,333,8,3,5,550.22,0.0,13,0,211.01,0
2025-06-03,Direct,170,5,1,4,408.98,0.0,9,0,157.98,0
2025-06-03,Email,153,6,0,6,449.1,0.0,9,0,167.13,0
2025-06-03,Referral,88,2,0,2,151.81,0.0,3,0,57.14,0
2025-06-03,Bol.com,0,2,0,2,160.43,0.0,3,0,56.82,0
2025-06-04,Google Ads,411,10,5,5,829.66,0.0,17,0,306.18,346.71
2025-06-04,Meta Ads,150,2,1,1,157.71,0.0,3,0,60.77,189.41
2025-06-04,Organic Search,362,7,3,4,553.01,0.0,12,0,206.59,0
2025-06-04,Direct,166,6,1,5,495.89,0.0,11,0,186.16,0
2025-06-04,Email,137,5,0,5,421.33,0.0,8,0,161.38,0
2025-06-04,Referral,89,3,1,2,231.82,0.0,5,0,82.33,0
2025-06-04,Bol.com,0,2,0,2,149.67,0.0,3,0,56.04,0
2025-06-05,Google Ads,388,10,5,5,795.76,0.0,18,0,292.32,309.48
2025-06-05,Meta Ads,158,2,1,1,153.61,0.0,3,0,58.98,179.01
2025-06-05,Organic Search,339,7,2,5,503.51,0.0,12,0,179.59,0
2025-06-05,Direct,170,5,1,4,350.36,0.0,8,0,123.56,0
2025-06-05,Email,143,6,0,6,513.64,0.0,10,0,189.52,0
2025-06-05,Referral,89,2,0,2,166.19,0.0,3,0,61.55,0
2025-06-05,Bol.com,0,1,0,1,81.05,0.0,1,0,28.99,0
2025-06-06,Google Ads,367,11,6,5,954.32,0.0,20,0,343.17,354.41
2025-06-06,Meta Ads,152,2,1,1,145.02,0.0,3,0,53.41,162.91
2025-06-06,Organic Search,396,8,3,5,627.2,0.0,15,0,233.09,0
2025-06-06,Direct,157,5,1,4,404.35,0.0,9,0,155.7,0
2025-06-06,Email,142,6,0,6,466.52,0.0,10,0,166.38,0
2025-06-06,Referral,78,2,1,1,145.2,0.0,3,0,51.67,0
2025-06-06,Bol.com,0,1,0,1,82.12,0.0,1,0,29.36,0
2025-06-07,Google Ads,250,6,3,3,482.55,0.0,9,0,174.23,231.46
2025-06-07,Meta Ads,133,2,1,1,137.98,0.0,3,0,48.94,127.36
2025-06-07,Organic Search,280,6,2,4,505.11,0.0,11,0,180.95,0
2025-06-07,Direct,124,4,1,3,300.22,0.0,7,0,109.81,0
2025-06-07,Email,90,3,0,3,234.24,0.0,5,0,86.46,0
2025-06-07,Referral,61,1,0,1,78.06,0.0,1,0,29.18,0
2025-06-07,Bol.com,0,1,0,1,83.15,0.0,1,0,29.36,0
2025-06-08,Google Ads,309,9,4,5,717.0,0.0,16,0,254.62,235.15
2025-06-08,Meta Ads,123,2,1,1,147.89,0.0,3,0,55.86,141.79
2025-06-08,Organic Search,262,5,1,4,404.47,0.0,9,0,144.49,0
2025-06-08,Direct,128,4,1,3,306.28,0.0,7,0,116.21,0
2025-06-08,Email,100,4,0,4,302.28,0.0,7,0,110.1,0
2025-06-08,Referral,64,2,1,1,161.96,0.0,3,0,57.9,0
2025-06-08,Bol.com,0,1,0,1,74.98,0.0,1,0,26.8,0
2025-06-09,Google Ads,377,9,5,4,691.11,0.0,14,0,243.89,363.77
2025-06-09,Meta Ads,200,4,2,2,327.85,0.0,7,0,123.01,189.6
2025-06-09,Organic Search,347,7,2,5,517.96,0.0,11,0,186.5,0
2025-06-09,Direct,165,4,0,4,274.58,0.0,6,0,100.1,0
2025-06-09,Email,145,6,0,6,494.61,0.0,9,0,189.04,0
2025-06-09,Referral,98,2,1,1,147.63,0.0,3,0,55.03,0
2025-06-09,Bol.com,0,1,0,1,70.63,0.0,1,0,26.92,0
2025-06-10,Google Ads,444,12,6,6,1040.69,0.0,21,0,402.82,365.41
2025-06-10,Meta Ads,175,3,1,2,212.45,0.0,4,0,80.0,177.5
2025-06-10,Organic Search,352,8,3,5,550.58,0.0,15,0,207.25,0
2025-06-10,Direct,190,5,1,4,387.81,0.0,8,0,149.91,0
2025-06-10,Email,154,7,1,6,506.64,0.0,13,0,181.88,0
2025-06-10,Referral,83,2,0,2,141.27,0.0,3,0,52.86,0
2025-06-10,Bol.com,0,2,0,2,138.86,0.0,3,0,53.87,0
2025-06-11,Google Ads,411,12,7,5,886.64,0.0,20,0,337.87,366.35
2025-06-11,Meta Ads,178,3,1,2,244.46,0.0,5,0,90.09,198.0
2025-06-11,Organic Search,325,6,2,4,448.39,0.0,11,0,161.54,0
2025-06-11,Direct,175,6,1,5,467.86,0.0,10,0,179.24,0
2025-06-11,Email,139,5,0,5,397.1,0.0,8,0,143.05,0
2025-06-11,Referral,86,2,0,2,173.19,0.0,3,0,64.08,0
2025-06-11,Bol.com,0,2,0,2,156.64,0.0,3,0,58.32,0
2025-06-12,Google Ads,411,9,5,4,698.05,0.0,16,0,254.69,356.11
2025-06-12,Meta Ads,185,3,1,2,212.73,0.0,5,0,79.31,186.99
2025-06-12,Organic Search,323,7,2,5,568.7,0.0,12,0,207.92,0
2025-06-12,Direct,159,5,1,4,358.89,0.0,9,0,133.74,0
2025-06-12,Email,152,5,0,5,364.56,0.0,8,0,136.84,0
2025-06-12,Referral,79,2,1,1,150.88,0.0,3,0,54.06,0
2025-06-12,Bol.com,0,1,0,1,81.03,0.0,1,0,28.98,0
2025-06-13,Google Ads,413,11,5,6,836.79,0.0,20,0,298.94,351.19
2025-06-13,Meta Ads,177,3,1,2,221.88,0.0,5,0,78.23,180.98
2025-06-13,Organic Search,367,7,2,5,608.24,0.0,12,0,235.62,0
2025-06-13,Direct,170,5,1,4,402.27,0.0,9,0,150.92,0
2025-06-13,Email,129,5,0,5,418.52,0.0,8,0,151.81,0
2025-06-13,Referral,71,2,1,1,150.16,0.0,3,0,58.04,0
2025-06-13,Bol.com,0,2,0,2,153.4,0.0,3,0,56.04,0
2025-06-14,Google Ads,291,7,3,4,531.55,0.0,12,0,191.55,284.19
2025-06-14,Meta Ads,140,3,2,1,221.91,0.0,5,0,85.01,126.95
2025-06-14,Organic Search,253,5,2,3,368.67,0.0,9,0,130.26,0
2025-06-14,Direct,129,4,0,4,294.72,0.0,7,0,105.24,0
2025-06-14,Email,106,4,0,4,334.42,0.0,7,0,121.63,0
2025-06-14,Referral,69,2,0,2,166.32,0.0,3,0,63.64,0
2025-06-14,Bol.com,0,1,0,1,70.92,0.0,1,0,26.09,0
2025-06-15,Google Ads,275,8,4,4,696.2,0.0,14,0,253.04,255.83
2025-06-15,Meta Ads,106,2,1,1,146.76,0.0,3,0,56.28,118.97
2025-06-15,Organic Search,225,5,1,4,358.86,0.0,8,0,126.26,0
2025-06-15,Direct,106,4,0,4,319.2,0.0,7,0,113.28,0
2025-06-15,Email,102,5,0,5,401.71,0.0,8,0,152.96,0
2025-06-15,Referral,54,1,0,1,83.4,0.0,1,0,29.91,0
2025-06-15,Bol.com,0,1,0,1,71.16,0.0,1,0,25.79,0
2025-06-16,Google Ads,389,10,5,5,737.94,0.0,19,0,261.27,345.24
2025-06-16,Meta Ads,171,3,1,2,205.96,0.0,5,0,72.54,210.16
2025-06-16,Organic Search,401,8,3,5,647.71,0.0,14,0,239.59,0
2025-06-16,Direct,182,6,1,5,483.83,0.0,9,0,185.02,0
2025-06-16,Email,137,6,0,6,466.36,0.0,9,0,175.28,0
2025-06-16,Referral,90,2,0,2,151.0,0.0,3,0,54.24,0
2025-06-16,Bol.com,0,2,0,2,140.27,0.0,3,0,54.17,0
2025-06-17,Google Ads,407,12,6,6,832.81,0.0,19,0,322.33,313.27
2025-06-17,Meta Ads,175,3,1,2,235.47,0.0,5,0,89.29,174.73
2025-06-17,Organic Search,313,7,2,5,540.59,0.0,13,0,193.63,0
2025-06-17,Direct,162,5,1,4,436.65,0.0,8,0,169.5,0
2025-06-17,Email,132,5,0,5,383.5,0.0,9,0,137.84,0
2025-06-17,Referral,88,2,0,2,173.28,0.0,3,0,67.21,0
2025-06-17,Bol.com,0,2,0,2,174.47,0.0,3,0,66.85,0
2025-06-18,Google Ads,423,10,5,5,790.54,0.0,19,0,288.28,330.54
2025-06-18,Meta Ads,168,3,1,2,251.47,0.0,4,0,95.22,196.14
2025-06-18,Organic Search,387,7,2,5,570.84,0.0,12,0,206.99,0
2025-06-18,Direct,183,6,1,5,418.12,0.0,11,0,153.41,0
2025-06-18,Email,157,7,1,6,566.02,0.0,12,0,206.97,0
2025-06-18,Referral,82,2,1,1,142.88,0.0,3,0,54.09,0
2025-06-18,Bol.com,0,2,0,2,159.56,0.0,3,0,58.41,0
2025-06-19,Google Ads,381,8,4,4,561.86,0.0,14,0,200.3,340.06
2025-06-19,Meta Ads,160,3,1,2,240.51,0.0,5,0,91.45,165.12
2025-06-19,Organic Search,369,7,2,5,535.98,0.0,12,0,188.88,0
2025-06-19,Direct,153,6,1,5,523.05,0.0,10,0,199.69,0
2025-06-19,Email,124,5,0,5,423.02,0.0,8,0,163.2,0
2025-06-19,Referral,87,2,0,2,163.26,0.0,3,0,58.65,0
2025-06-19,Bol.com,0,2,0,2,156.87,0.0,3,0,55.96,0
2025-06-20,Google Ads,379,10,5,5,718.28,0.0,17,0,253.89,344.62
2025-06-20,Meta Ads,140,2,1,1,169.18,0.0,3,0,64.9,177.01
2025-06-20,Organic Search,310,6,2,4,423.03,0.0,10,0,151.61,0
2025-06-20,Direct,159,5,1,4,345.21,0.0,8,0,126.37,0
2025-06-20,Email,121,5,0,5,401.72,0.0,8,0,153.27,0
2025-06-20,Referral,82,2,1,1,167.79,0.0,3,0,59.92,0
2025-06-20,Bol.com,0,2,0,2,140.57,0.0,3,0,52.66,0
2025-06-21,Google Ads,258,7,4,3,523.63,0.0,12,0,194.54,270.31
2025-06-21,Meta Ads,131,2,1,1,156.89,0.0,3,0,55.99,143.15
2025-06-21,Organic Search,277,5,2,3,431.99,0.0,8,0,163.47,0
2025-06-21,Direct,128,4,0,4,305.35,0.0,7,0,117.87,0
2025-06-21,Email,95,4,0,4,288.39,0.0,7,0,107.42,0
2025-06-21,Referral,56,1,0,1,75.37,0.0,1,0,28.18,0
2025-06-21,Bol.com,0,1,0,1,84.59,0.0,1,0,29.83,0
2025-06-22,Google Ads,257,6,3,3,522.84,0.0,11,0,202.85,265.17
2025-06-22,Meta Ads,116,2,1,1,146.52,0.0,3,0,53.56,119.7
2025-06-22,Organic Search,250,5,2,3,392.36,0.0,9,0,144.47,0
2025-06-22,Direct,126,3,0,3,235.05,0.0,5,0,87.11,0
2025-06-22,Email,100,3,0,3,228.27,0.0,5,0,83.81,0
2025-06-22,Referral,60,1,0,1,71.3,0.0,1,0,25.36,0
2025-06-22,Bol.com,0,1,0,1,81.67,0.0,1,0,29.25,0
2025-06-23,Google Ads,404,10,5,5,815.89,0.0,19,0,290.51,352.55
2025-06-23,Meta Ads,184,3,1,2,227.49,0.0,5,0,83.15,194.09
2025-06-23,Organic Search,413,10,4,6,809.86,0.0,16,0,306.0,0
2025-06-23,Direct,182,6,1,5,461.96,0.0,11,0,165.85,0
2025-06-23,Email,159,6,0,6,507.92,0.0,10,0,183.0,0
2025-06-23,Referral,95,2,0,2,140.25,0.0,3,0,52.51,0
2025-06-23,Bol.com,0,2,0,2,139.11,0.0,3,0,53.29,0
2025-06-24,Google Ads,380,11,5,6,840.9,0.0,18,0,317.09,365.43
2025-06-24,Meta Ads,183,3,1,2,238.43,0.0,5,0,87.06,178.41
2025-06-24,Organic Search,320,6,2,4,444.73,0.0,10,0,165.0,0
2025-06-24,Direct,172,6,1,5,424.12,0.0,11,0,156.67,0
2025-06-24,Email,149,7,1,6,518.11,0.0,12,0,201.19,0
2025-06-24,Referral,82,2,1,1,156.74,0.0,3,0,58.63,0
2025-06-24,Bol.com,0,2,0,2,137.34,0.0,3,0,52.58,0
2025-06-25,Google Ads,396,10,5,5,805.74,0.0,16,0,306.78,345.17
2025-06-25,Meta Ads,173,3,1,2,244.44,0.0,5,0,86.18,171.62
2025-06-25,Organic Search,347,7,2,5,600.53,0.0,13,0,225.02,0
2025-06-25,Direct,190,6,1,5,499.9,0.0,10,0,181.25,0
2025-06-25,Email,152,6,0,6,435.23,0.0,11,0,158.68,0
2025-06-25,Referral,96,2,0,2,174.11,0.0,3,0,63.71,0
2025-06-25,Bol.com,0,2,0,2,165.42,0.0,3,0,60.68,0
2025-06-26,Google Ads,370,11,5,6,817.29,0.0,18,0,314.9,330.18
2025-06-26,Meta Ads,142,2,1,1,144.4,0.0,3,0,54.9,157.4
2025-06-26,Organic Search,364,8,3,5,650.47,0.0,13,0,245.82,0
2025-06-26,Direct,161,4,1,3,326.01,0.0,7,0,115.15,0
2025-06-26,Email,134,6,0,6,476.71,0.0,10,0,170.96,0
2025-06-26,Referral,76,2,0,2,141.68,0.0,3,0,53.07,0
2025-06-26,Bol.com,0,2,0,2,150.4,0.0,3,0,54.44,0
2025-06-27,Google Ads,377,9,4,5,639.67,0.0,16,0,226.12,322.26
2025-06-27,Meta Ads,145,2,1,1,168.59,0.0,3,0,64.36,177.33
2025-06-27,Organic Search,341,7,3,4,579.51,0.0,12,0,223.42,0
2025-06-27,Direct,156,5,1,4,409.68,0.0,8,0,157.06,0
2025-06-27,Email,134,6,0,6,490.42,0.0,11,0,180.61,0
2025-06-27,Referral,69,2,0,2,154.55,0.0,3,0,55.05,0
2025-06-27,Bol.com,0,1,0,1,83.56,0.0,1,0,31.02,0
2025-06-28,Google Ads,292,7,4,3,530.78,0.0,12,0,201.97,249.43
2025-06-28,Meta Ads,130,2,1,1,162.09,0.0,3,0,59.89,133.18
2025-06-28,Organic Search,251,5,2,3,359.69,0.0,9,0,137.27,0
2025-06-28,Direct,129,4,0,4,323.99,0.0,6,0,124.71,0
2025-06-28,Email,104,3,0,3,214.3,0.0,5,0,76.88,0
2025-06-28,Referral,63,1,0,1,85.74,0.0,1,0,33.25,0
2025-06-28,Bol.com,0,1,0,1,68.79,0.0,1,0,24.93,0
2025-06-29,Google Ads,257,7,4,3,527.56,0.0,13,0,199.14,250.71
2025-06-29,Meta Ads,118,2,1,1,157.69,0.0,3,0,57.67,145.77
2025-06-29,Organic Search,278,5,2,3,405.92,0.0,8,0,153.51,0
2025-06-29,Direct,123,4,1,3,280.9,0.0,7,0,106.94,0
2025-06-29,Email,105,4,0,4,312.7,0.0,7,0,112.06,0
2025-06-29,Referral,63,1,0,1,73.07,0.0,1,0,26.68,0
2025-06-29,Bol.com,0,1,0,1,81.84,0.0,1,0,29.2,0
2025-06-30,Google Ads,487,14,7,7,981.46,0.0,27,0,371.92,433.28
2025-06-30,Meta Ads,168,3,2,1,223.47,0.0,4,0,82.43,201.27
2025-06-30,Organic Search,387,9,3,6,779.6,0.0,17,0,300.65,0
2025-06-30,Direct,198,7,1,6,488.53,0.0,12,0,189.62,0
2025-06-30,Email,167,7,1,6,491.29,0.0,12,0,175.1,0
2025-06-30,Referral,88,2,0,2,141.46,0.0,3,0,52.06,0
2025-06-30,Bol.com,0,2,0,2,163.52,0.0,3,0,59.55,0
2025-07-01,Google Ads,404,9,4,5,785.16,0.0,17,0,294.51,304.05
2025-07-01,Meta Ads,165,3,1,2,248.35,0.0,4,0,90.06,177.96
2025-07-01,Organic Search,346,7,2,5,572.94,0.0,12,0,201.64,0
2025-07-01,Direct,172,5,1,4,433.22,0.0,9,0,162.49,0
2025-07-01,Email,144,6,0,6,508.25,0.0,10,0,190.95,0
2025-07-01,Referral,76,2,1,1,164.77,0.0,3,0,62.12,0
2025-07-01,Bol.com,0,1,0,1,81.23,0.0,1,0,28.86,0
2025-07-02,Google Ads,348,8,4,4,562.89,0.0,15,0,217.65,339.13
2025-07-02,Meta Ads,165,2,1,1,142.14,0.0,3,0,55.05,184.86
2025-07-02,Organic Search,343,6,2,4,516.99,0.0,11,0,189.89,0
2025-07-02,Direct,172,6,1,5,430.03,0.0,9,0,156.45,0
2025-07-02,Email,117,5,0,5,384.44,0.0,8,0,137.67,0
2025-07-02,Referral,78,2,1,1,145.46,0.0,3,0,51.69,0
2025-07-02,Bol.com,0,1,0,1,73.33,0.0,1,0,27.51,0
2025-07-03,Google Ads,361,10,5,5,793.97,0.0,18,0,291.89,370.51
2025-07-03,Meta Ads,175,3,1,2,206.11,0.0,5,0,76.77,194.39
2025-07-03,Organic Search,330,7,2,5,563.33,0.0,13,0,218.04,0
2025-07-03,Direct,147,5,1,4,403.83,0.0,8,0,144.8,0
2025-07-03,Email,143,7,1,6,527.56,0.0,11,0,188.17,0
2025-07-03,Referral,76,2,1,1,155.6,0.0,3,0,57.77,0
2025-07-03,Bol.com,0,2,0,2,174.56,0.0,3,0,61.63,0
2025-07-04,Google Ads,403,10,5,5,850.06,0.0,16,0,299.96,316.24
2025-07-04,Meta Ads,172,3,2,1,208.49,0.0,5,0,73.67,169.72
2025-07-04,Organic Search,370,8,3,5,637.63,0.0,15,0,242.98,0
2025-07-04,Direct,154,5,1,4,419.16,0.0,9,0,162.47,0
2025-07-04,Email,140,5,0,5,417.43,0.0,9,0,148.59,0
2025-07-04,Referral,75,2,1,1,158.0,0.0,3,0,56.12,0
2025-07-04,Bol.com,0,2,0,2,166.4,0.0,3,0,59.59,0
2025-07-05,Google Ads,313,8,4,4,664.82,0.0,14,0,246.55,250.69
2025-07-05,Meta Ads,135,2,1,1,144.02,0.0,3,0,54.79,126.9
2025-07-05,Organic Search,225,4,1,3,314.26,0.0,6,0,116.74,0
2025-07-05,Direct,114,4,1,3,295.26,0.0,6,0,114.37,0
2025-07-05,Email,101,4,0,4,277.79,0.0,7,0,101.08,0
2025-07-05,Referral,65,2,0,2,165.0,0.0,3,0,60.96,0
2025-07-05,Bol.com,0,1,0,1,82.14,0.0,1,0,30.93,0
2025-07-06,Google Ads,278,6,3,3,509.55,0.0,10,0,188.24,283.9
2025-07-06,Meta Ads,113,2,1,1,151.78,0.0,3,0,58.83,123.96
2025-07-06,Organic Search,236,5,1,4,355.98,0.0,9,0,129.65,0
2025-07-06,Direct,136,4,1,3,322.33,0.0,7,0,123.5,0
2025-07-06,Email,93,4,0,4,349.12,0.0,7,0,132.15,0
2025-07-06,Referral,65,1,0,1,79.49,0.0,1,0,29.63,0
2025-07-06,Bol.com,0,1,0,1,69.39,0.0,1,0,25.75,0
2025-07-07,Google Ads,453,12,6,6,949.14,0.0,19,0,338.28,357.47
2025-07-07,Meta Ads,186,3,1,2,223.04,0.0,5,0,78.6,191.22
2025-07-07,Organic Search,400,9,3,6,750.84,0.0,15,0,287.82,0
2025-07-07,Direct,161,6,1,5,415.51,0.0,10,0,154.39,0
2025-07-07,Email,160,7,0,7,595.91,0.0,13,0,224.34,0
2025-07-07,Referral,98,2,0,2,160.46,0.0,3,0,56.8,0
2025-07-07,Bol.com,0,2,0,2,174.02,0.0,3,0,67.21,0
2025-07-08,Google Ads,361,10,5,5,752.43,0.0,17,0,266.24,334.08
2025-07-08,Meta Ads,165,3,1,2,245.78,0.0,5,0,92.04,191.29
2025-07-08,Organic Search,384,9,3,6,628.82,0.0,17,0,241.92,0
2025-07-08,Direct,158,6,1,5,442.83,0.0,11,0,164.19,0
2025-07-08,Email,143,6,0,6,472.65,0.0,10,0,177.41,0
2025-07-08,Referral,79,2,1,1,145.98,0.0,3,0,53.16,0
2025-07-08,Bol.com,0,2,0,2,159.5,0.0,3,0,57.86,0
2025-07-09,Google Ads,351,8,4,4,694.5,0.0,15,0,255.83,313.11
2025-07-09,Meta Ads,180,3,1,2,260.58,0.0,5,0,93.07,164.03
2025-07-09,Organic Search,302,6,2,4,441.09,0.0,10,0,160.22,0
2025-07-09,Direct,157,5,1,4,358.42,0.0,8,0,132.61,0
2025-07-09,Email,124,5,0,5,343.6,0.0,9,0,129.74,0
2025-07-09,Referral,81,2,1,1,174.0,0.0,3,0,67.0,0
2025-07-09,Bol.com,0,1,0,1,82.34,0.0,1,0,29.88,0
2025-07-10,Google Ads,377,8,4,4,645.16,0.0,14,0,233.41,302.03
2025-07-10,Meta Ads,165,3,2,1,210.83,0.0,5,0,78.83,194.1
2025-07-10,Organic Search,374,7,2,5,592.36,0.0,12,0,215.92,0
2025-07-10,Direct,182,7,1,6,575.86,0.0,12,0,208.56,0
2025-07-10,Email,146,7,1,6,597.95,0.0,11,0,214.78,0
2025-07-10,Referral,81,2,1,1,139.76,0.0,3,0,51.24,0
2025-07-10,Bol.com,0,2,0,2,158.09,0.0,3,0,56.66,0
2025-07-11,Google Ads,329,9,5,4,668.96,0.0,16,0,235.2,311.92
2025-07-11,Meta Ads,176,3,1,2,242.64,0.0,5,0,91.46,159.68
2025-07-11,Organic Search,300,6,2,4,419.33,0.0,11,0,160.87,0
2025-07-11,Direct,163,5,1,4,354.39,0.0,9,0,126.7,0
2025-07-11,Email,118,5,0,5,355.88,0.0,8,0,137.1,0
2025-07-11,Referral,76,2,1,1,172.34,0.0,3,0,61.18,0
2025-07-11,Bol.com,0,2,0,2,169.94,0.0,3,0,64.04,0
2025-07-12,Google Ads,265,7,3,4,548.38,0.0,12,0,211.24,210.62
2025-07-12,Meta Ads,102,1,0,1,85.43,0.0,1,0,31.71,121.21
2025-07-12,Organic Search,247,4,1,3,280.28,0.0,7,0,101.75,0
