session_date,session_source,session_medium,session_campaign,session_default_channel_grouping,device_category,country,landing_page_path,sessions,engaged_sessions,revenue,page_views,add_to_cart_events,begin_checkout_events,purchase_events,transactions
2025-04-20,google,cpc,Search - Generic,Paid Search,mobile,Germany,/collections/sale,76,42,61.34,219,5,2,1,1
2025-04-20,google,cpc,Brand - BE,Paid Search,desktop,Netherlands,/pages/about-us,87,46,130.93,216,8,5,2,2
2025-04-20,google,cpc,Shopping - All Products,Paid Search,mobile,Belgium,/,68,37,58.84,209,4,1,1,1
2025-04-20,google,organic,,Organic Search,mobile,Netherlands,/collections/best-sellers,92,61,73.45,240,8,3,1,1
2025-04-20,google,organic,,Organic Search,desktop,Belgium,/products/premium-hoodie,87,54,59.78,257,6,3,1,1
2025-04-20,google,organic,,Organic Search,mobile,Netherlands,/products/premium-hoodie,100,60,64.83,249,7,3,1,1
2025-04-20,(direct),(none),,Direct,mobile,Netherlands,/collections/new-arrivals,45,23,70.03,109,4,2,1,1
2025-04-20,(direct),(none),,Direct,mobile,Netherlands,/collections/new-arrivals,46,21,56.07,137,3,1,1,1
2025-04-20,(direct),(none),,Direct,mobile,Belgium,/products/premium-hoodie,47,25,65.4,129,4,1,1,1
2025-04-20,facebook,paid,Lookalike - Purchasers,Paid Social,tablet,Netherlands,/collections/best-sellers,33,15,0.0,79,2,1,0,0
2025-04-20,facebook,paid,Broad - Interest Based,Paid Social,mobile,Netherlands,/,29,14,0.0,80,2,0,0,0
2025-04-20,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Belgium,/products/weekend-bag,33,13,0.0,83,2,1,0,0
2025-04-20,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/new-arrivals,16,7,0.0,39,1,0,0,0
2025-04-20,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/pages/about-us,15,7,0.0,45,1,0,0,0
2025-04-20,instagram,paid,Stories - New Collection,Paid Social,desktop,Netherlands,/collections/sale,13,5,0.0,34,0,0,0,0
2025-04-20,email,newsletter,Abandoned Cart,Email,desktop,Belgium,/,25,16,67.11,69,1,0,1,1
2025-04-20,email,newsletter,Post-Purchase Flow,Email,desktop,Netherlands,/products/premium-hoodie,23,15,66.12,70,1,0,1,1
2025-04-20,email,newsletter,Abandoned Cart,Email,desktop,Netherlands,/,25,16,0.0,61,2,0,0,0
2025-04-20,bing,organic,,Organic Search,mobile,Belgium,/products/premium-hoodie,13,7,0.0,41,0,0,0,0
2025-04-20,bing,organic,,Organic Search,desktop,Netherlands,/,12,7,0.0,35,0,0,0,0
2025-04-20,bing,organic,,Organic Search,mobile,Belgium,/products/premium-hoodie,11,7,0.0,30,0,0,0,0
2025-04-20,pinterest,referral,,Social,tablet,Netherlands,/products/premium-hoodie,8,3,0.0,19,0,0,0,0
2025-04-20,pinterest,referral,,Social,mobile,Netherlands,/,9,3,0.0,21,0,0,0,0
2025-04-20,pinterest,referral,,Social,mobile,Belgium,/products/recycled-sneakers,9,3,0.0,21,0,0,0,0
2025-04-21,google,cpc,Shopping - All Products,Paid Search,mobile,Netherlands,/,117,62,134.52,281,8,4,2,2
2025-04-21,google,cpc,Shopping - Best Sellers,Paid Search,mobile,Netherlands,/products/classic-essential-tee,95,48,64.23,295,8,4,1,1
2025-04-21,google,cpc,Shopping - All Products,Paid Search,mobile,Netherlands,/products/classic-essential-tee,112,63,111.23,320,8,4,2,2
2025-04-21,google,organic,,Organic Search,desktop,Netherlands,/blogs/style-guide,126,76,116.97,363,8,3,2,2
2025-04-21,google,organic,,Organic Search,mobile,Netherlands,/blogs/style-guide,141,83,72.35,379,12,6,1,1
2025-04-21,google,organic,,Organic Search,mobile,Netherlands,/collections/best-sellers,114,66,65.12,347,10,4,1,1
2025-04-21,(direct),(none),,Direct,desktop,Netherlands,/collections/accessories,62,29,114.33,198,4,2,2,2
2025-04-21,(direct),(none),,Direct,desktop,Netherlands,/collections/best-sellers,73,33,112.22,225,6,3,2,2
2025-04-21,(direct),(none),,Direct,mobile,Netherlands,/collections/sale,71,32,67.71,181,4,2,1,1
2025-04-21,facebook,paid,Broad - Interest Based,Paid Social,mobile,Belgium,/products/organic-joggers,41,17,0.0,116,2,1,0,0
2025-04-21,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/collections/sale,41,17,0.0,109,3,1,0,0
2025-04-21,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/collections/best-sellers,38,16,0.0,110,3,1,0,0
2025-04-21,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Germany,/collections/sale,23,10,0.0,63,1,0,0,0
2025-04-21,instagram,paid,Stories - New Collection,Paid Social,desktop,Netherlands,/products/organic-joggers,23,10,0.0,72,1,0,0,0
2025-04-21,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Belgium,/pages/about-us,24,10,0.0,64,1,0,0,0
2025-04-21,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/,38,26,67.91,115,3,1,1,1
2025-04-21,email,newsletter,Abandoned Cart,Email,desktop,Netherlands,/,35,20,68.78,95,3,1,1,1
2025-04-21,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/products/organic-joggers,30,21,0.0,86,2,1,0,0
2025-04-21,bing,organic,,Organic Search,desktop,France,/,15,9,0.0,41,1,0,0,0
2025-04-21,bing,organic,,Organic Search,mobile,Germany,/collections/accessories,18,10,0.0,50,1,0,0,0
2025-04-21,bing,organic,,Organic Search,desktop,Belgium,/collections/new-arrivals,18,12,0.0,49,1,0,0,0
2025-04-21,pinterest,referral,,Social,desktop,Netherlands,/products/recycled-sneakers,12,4,0.0,34,0,0,0,0
2025-04-21,pinterest,referral,,Social,mobile,Netherlands,/blogs/style-guide,14,5,0.0,37,1,0,0,0
2025-04-21,pinterest,referral,,Social,mobile,Belgium,/products/classic-essential-tee,12,4,0.0,30,1,0,0,0
2025-04-22,google,cpc,Performance Max - Prospecting,Paid Search,desktop,Belgium,/products/classic-essential-tee,89,53,135.55,242,6,3,2,2
2025-04-22,google,cpc,Search - Generic,Paid Search,tablet,Belgium,/collections/best-sellers,88,51,59.65,240,5,2,1,1
2025-04-22,google,cpc,Search - Generic,Paid Search,desktop,Netherlands,/collections/best-sellers,92,49,198.99,273,6,3,3,3
2025-04-22,google,organic,,Organic Search,desktop,Belgium,/products/classic-essential-tee,120,78,130.66,338,10,5,2,2
2025-04-22,google,organic,,Organic Search,mobile,Belgium,/products/organic-joggers,115,71,67.2,360,9,4,1,1
2025-04-22,google,organic,,Organic Search,mobile,Germany,/products/premium-hoodie,103,61,61.0,259,8,4,1,1
2025-04-22,(direct),(none),,Direct,desktop,Belgium,/collections/new-arrivals,56,28,136.1,147,4,1,2,2
2025-04-22,(direct),(none),,Direct,mobile,Netherlands,/,59,28,60.62,153,5,2,1,1
2025-04-22,(direct),(none),,Direct,mobile,Belgium,/products/organic-joggers,52,24,59.86,131,4,1,1,1
2025-04-22,facebook,paid,Retargeting - Website Visitors,Paid Social,tablet,France,/products/premium-hoodie,39,18,0.0,105,3,1,0,0
2025-04-22,facebook,paid,Broad - Interest Based,Paid Social,desktop,Belgium,/collections/new-arrivals,37,17,0.0,100,2,1,0,0
2025-04-22,facebook,paid,Broad - Interest Based,Paid Social,desktop,Belgium,/collections/best-sellers,33,14,0.0,100,2,1,0,0
2025-04-22,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/accessories,18,8,0.0,55,1,0,0,0
2025-04-22,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Belgium,/collections/best-sellers,19,8,0.0,53,1,0,0,0
2025-04-22,instagram,paid,Stories - New Collection,Paid Social,mobile,Belgium,/blogs/style-guide,15,6,0.0,38,1,0,0,0
2025-04-22,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/products/premium-hoodie,32,19,0.0,101,2,1,0,0
2025-04-22,email,newsletter,Abandoned Cart,Email,mobile,Germany,/products/premium-hoodie,33,23,60.19,91,3,1,1,1
2025-04-22,email,newsletter,Abandoned Cart,Email,mobile,Belgium,/products/organic-joggers,31,19,60.66,75,2,1,1,1
2025-04-22,bing,organic,,Organic Search,tablet,Netherlands,/collections/best-sellers,14,9,0.0,39,0,0,0,0
2025-04-22,bing,organic,,Organic Search,desktop,Belgium,/collections/accessories,15,8,0.0,38,1,0,0,0
2025-04-22,bing,organic,,Organic Search,desktop,Belgium,/products/weekend-bag,15,8,0.0,42,1,0,0,0
2025-04-22,pinterest,referral,,Social,mobile,Netherlands,/blogs/style-guide,11,4,0.0,34,0,0,0,0
2025-04-22,pinterest,referral,,Social,mobile,France,/collections/best-sellers,11,4,0.0,27,0,0,0,0
2025-04-22,pinterest,referral,,Social,desktop,Netherlands,/collections/sale,11,4,0.0,27,0,0,0,0
2025-04-23,google,cpc,Shopping - All Products,Paid Search,desktop,Belgium,/collections/sale,89,45,133.62,248,5,2,2,2
2025-04-23,google,cpc,Search - Generic,Paid Search,mobile,France,/pages/about-us,114,56,123.67,340,8,4,2,2
2025-04-23,google,cpc,Shopping - Best Sellers,Paid Search,mobile,Netherlands,/products/organic-joggers,111,56,146.57,267,7,4,2,2
2025-04-23,google,organic,,Organic Search,mobile,Belgium,/collections/new-arrivals,125,69,145.78,383,8,4,2,2
2025-04-23,google,organic,,Organic Search,mobile,Netherlands,/pages/about-us,106,66,56.48,270,7,4,1,1
2025-04-23,google,organic,,Organic Search,mobile,Netherlands,/,127,79,74.06,325,8,3,1,1
2025-04-23,(direct),(none),,Direct,desktop,Netherlands,/collections/sale,54,26,60.0,154,3,1,1,1
2025-04-23,(direct),(none),,Direct,mobile,Netherlands,/,67,30,73.31,199,5,2,1,1
2025-04-23,(direct),(none),,Direct,mobile,Belgium,/products/classic-essential-tee,53,24,64.03,136,3,1,1,1
2025-04-23,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Belgium,/products/premium-hoodie,35,16,0.0,99,2,1,0,0
2025-04-23,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Germany,/products/recycled-sneakers,40,17,0.0,96,2,0,0,0
2025-04-23,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/products/weekend-bag,34,14,0.0,98,3,1,0,0
2025-04-23,instagram,paid,Stories - New Collection,Paid Social,mobile,France,/,21,9,0.0,62,1,0,0,0
2025-04-23,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Germany,/collections/new-arrivals,17,7,0.0,43,1,0,0,0
2025-04-23,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/new-arrivals,20,8,0.0,50,1,0,0,0
2025-04-23,email,newsletter,Post-Purchase Flow,Email,desktop,Belgium,/,28,19,58.59,74,2,1,1,1
2025-04-23,email,newsletter,Abandoned Cart,Email,tablet,Germany,/products/premium-hoodie,32,19,65.42,99,2,1,1,1
2025-04-23,email,newsletter,Weekly Newsletter,Email,desktop,Belgium,/collections/sale,29,18,72.64,83,1,0,1,1
2025-04-23,bing,organic,,Organic Search,desktop,Netherlands,/products/recycled-sneakers,17,10,0.0,52,1,0,0,0
2025-04-23,bing,organic,,Organic Search,mobile,Netherlands,/collections/sale,16,9,0.0,41,1,0,0,0
2025-04-23,bing,organic,,Organic Search,mobile,Netherlands,/collections/best-sellers,16,10,0.0,39,1,0,0,0
2025-04-23,pinterest,referral,,Social,mobile,Belgium,/collections/sale,10,4,0.0,28,0,0,0,0
2025-04-23,pinterest,referral,,Social,mobile,Belgium,/products/premium-hoodie,10,4,0.0,31,0,0,0,0
2025-04-23,pinterest,referral,,Social,desktop,Netherlands,/collections/best-sellers,11,3,0.0,32,0,0,0,0
2025-04-24,google,cpc,Performance Max - Prospecting,Paid Search,mobile,Belgium,/collections/sale,102,60,139.87,307,7,4,2,2
2025-04-24,google,cpc,Shopping - All Products,Paid Search,mobile,Netherlands,/,90,49,57.64,267,7,3,1,1
2025-04-24,google,cpc,Brand - BE,Paid Search,mobile,Netherlands,/products/organic-joggers,100,60,117.85,312,6,3,2,2
2025-04-24,google,organic,,Organic Search,desktop,France,/,106,68,144.62,298,8,4,2,2
2025-04-24,google,organic,,Organic Search,tablet,Netherlands,/,109,66,121.87,265,10,5,2,2
2025-04-24,google,organic,,Organic Search,tablet,Belgium,/collections/best-sellers,108,68,66.82,320,9,4,1,1
2025-04-24,(direct),(none),,Direct,desktop,Netherlands,/pages/about-us,51,24,74.18,154,3,1,1,1
2025-04-24,(direct),(none),,Direct,mobile,Netherlands,/products/weekend-bag,60,28,71.62,177,5,2,1,1
2025-04-24,(direct),(none),,Direct,desktop,Netherlands,/collections/new-arrivals,50,23,66.22,120,3,1,1,1
2025-04-24,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Netherlands,/,35,17,0.0,87,2,1,0,0
2025-04-24,facebook,paid,Broad - Interest Based,Paid Social,tablet,Netherlands,/products/classic-essential-tee,39,16,0.0,117,3,1,0,0
2025-04-24,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,France,/collections/new-arrivals,33,14,0.0,81,2,1,0,0
2025-04-24,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/,19,8,0.0,49,1,0,0,0
2025-04-24,instagram,paid,Reels - Product Highlights,Paid Social,mobile,France,/products/recycled-sneakers,18,8,0.0,43,1,0,0,0
2025-04-24,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/new-arrivals,18,8,0.0,53,1,0,0,0
2025-04-24,email,newsletter,Post-Purchase Flow,Email,desktop,Germany,/products/recycled-sneakers,29,20,66.7,71,2,1,1,1
2025-04-24,email,newsletter,Weekly Newsletter,Email,tablet,Netherlands,/products/recycled-sneakers,32,19,73.08,87,2,1,1,1
2025-04-24,email,newsletter,Weekly Newsletter,Email,desktop,Germany,/collections/new-arrivals,30,20,66.66,83,2,1,1,1
2025-04-24,bing,organic,,Organic Search,desktop,Netherlands,/products/organic-joggers,15,8,0.0,37,1,0,0,0
2025-04-24,bing,organic,,Organic Search,desktop,Belgium,/products/classic-essential-tee,17,10,0.0,46,1,0,0,0
2025-04-24,bing,organic,,Organic Search,tablet,Germany,/collections/best-sellers,16,8,0.0,40,1,0,0,0
2025-04-24,pinterest,referral,,Social,desktop,Netherlands,/collections/best-sellers,11,4,0.0,32,0,0,0,0
2025-04-24,pinterest,referral,,Social,mobile,Belgium,/products/premium-hoodie,10,3,0.0,30,0,0,0,0
2025-04-24,pinterest,referral,,Social,desktop,Netherlands,/collections/best-sellers,10,3,0.0,27,0,0,0,0
2025-04-25,google,cpc,Brand - NL,Paid Search,mobile,Belgium,/products/premium-hoodie,104,62,138.29,308,9,4,2,2
2025-04-25,google,cpc,Brand - BE,Paid Search,desktop,Netherlands,/,94,53,127.74,301,7,4,2,2
2025-04-25,google,cpc,Search - Generic,Paid Search,mobile,Netherlands,/pages/about-us,90,53,59.67,223,6,2,1,1
2025-04-25,google,organic,,Organic Search,mobile,Netherlands,/,117,71,55.89,343,9,4,1,1
2025-04-25,google,organic,,Organic Search,mobile,Netherlands,/collections/new-arrivals,101,57,66.98,290,7,4,1,1
2025-04-25,google,organic,,Organic Search,desktop,Netherlands,/collections/sale,110,69,143.85,333,9,4,2,2
2025-04-25,(direct),(none),,Direct,desktop,Germany,/collections/sale,59,30,117.2,177,3,1,2,2
2025-04-25,(direct),(none),,Direct,mobile,France,/blogs/style-guide,58,30,68.38,143,5,3,1,1
2025-04-25,(direct),(none),,Direct,desktop,Netherlands,/collections/best-sellers,63,30,130.77,176,4,2,2,2
2025-04-25,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/products/classic-essential-tee,38,16,0.0,117,2,1,0,0
2025-04-25,facebook,paid,Broad - Interest Based,Paid Social,desktop,Netherlands,/blogs/style-guide,39,18,0.0,108,2,1,0,0
2025-04-25,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/collections/best-sellers,41,20,0.0,103,3,1,0,0
2025-04-25,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Other,/,21,9,0.0,60,1,0,0,0
2025-04-25,instagram,paid,Stories - New Collection,Paid Social,desktop,Belgium,/products/weekend-bag,22,9,0.0,54,1,0,0,0
2025-04-25,instagram,paid,Stories - New Collection,Paid Social,desktop,Belgium,/blogs/style-guide,19,7,0.0,50,1,0,0,0
2025-04-25,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/products/classic-essential-tee,31,19,0.0,87,2,1,0,0
2025-04-25,email,newsletter,Abandoned Cart,Email,tablet,Netherlands,/collections/best-sellers,35,22,62.59,96,2,1,1,1
2025-04-25,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/collections/best-sellers,29,18,0.0,80,2,1,0,0
2025-04-25,bing,organic,,Organic Search,mobile,Germany,/products/classic-essential-tee,15,9,0.0,40,1,0,0,0
2025-04-25,bing,organic,,Organic Search,desktop,Netherlands,/blogs/style-guide,15,9,0.0,39,1,0,0,0
2025-04-25,bing,organic,,Organic Search,desktop,Netherlands,/products/organic-joggers,14,8,0.0,34,1,0,0,0
2025-04-25,pinterest,referral,,Social,desktop,Netherlands,/collections/best-sellers,13,5,0.0,38,1,0,0,0
2025-04-25,pinterest,referral,,Social,desktop,Netherlands,/products/premium-hoodie,12,4,0.0,33,1,0,0,0
2025-04-25,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,11,4,0.0,31,0,0,0,0
2025-04-26,google,cpc,Brand - NL,Paid Search,desktop,Belgium,/,88,44,113.12,268,6,3,2,2
2025-04-26,google,cpc,Brand - BE,Paid Search,mobile,Netherlands,/pages/about-us,78,43,63.09,226,6,3,1,1
2025-04-26,google,cpc,Performance Max - Prospecting,Paid Search,mobile,Belgium,/products/classic-essential-tee,72,39,71.32,228,5,2,1,1
2025-04-26,google,organic,,Organic Search,mobile,Germany,/products/weekend-bag,102,57,64.27,263,8,4,1,1
2025-04-26,google,organic,,Organic Search,mobile,Netherlands,/blogs/style-guide,107,68,60.46,280,7,4,1,1
2025-04-26,google,organic,,Organic Search,desktop,Netherlands,/,82,53,64.71,263,6,3,1,1
2025-04-26,(direct),(none),,Direct,desktop,Netherlands,/,52,24,67.81,125,4,2,1,1
2025-04-26,(direct),(none),,Direct,desktop,Germany,/collections/new-arrivals,45,20,72.74,132,4,2,1,1
2025-04-26,(direct),(none),,Direct,mobile,Germany,/collections/new-arrivals,49,24,68.2,140,4,2,1,1
2025-04-26,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/products/premium-hoodie,34,14,0.0,103,2,1,0,0
2025-04-26,facebook,paid,Lookalike - Purchasers,Paid Social,desktop,Netherlands,/products/recycled-sneakers,31,13,0.0,83,2,1,0,0
2025-04-26,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/collections/new-arrivals,34,14,0.0,89,2,1,0,0
2025-04-26,instagram,paid,Stories - New Collection,Paid Social,mobile,Belgium,/products/weekend-bag,16,7,0.0,42,1,0,0,0
2025-04-26,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/collections/best-sellers,13,6,0.0,34,1,0,0,0
2025-04-26,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Germany,/collections/accessories,16,7,0.0,38,1,0,0,0
2025-04-26,email,newsletter,Post-Purchase Flow,Email,mobile,Netherlands,/blogs/style-guide,27,18,0.0,80,2,1,0,0
2025-04-26,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/collections/new-arrivals,27,18,0.0,74,2,0,0,0
2025-04-26,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/,22,14,0.0,66,2,1,0,0
2025-04-26,bing,organic,,Organic Search,mobile,Germany,/,11,6,0.0,26,0,0,0,0
2025-04-26,bing,organic,,Organic Search,desktop,Germany,/products/premium-hoodie,10,5,0.0,25,0,0,0,0
2025-04-26,bing,organic,,Organic Search,desktop,Germany,/,13,8,0.0,32,1,0,0,0
2025-04-26,pinterest,referral,,Social,mobile,Belgium,/products/weekend-bag,10,3,0.0,31,0,0,0,0
2025-04-26,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,8,3,0.0,20,0,0,0,0
2025-04-26,pinterest,referral,,Social,desktop,Other,/collections/new-arrivals,9,3,0.0,22,0,0,0,0
2025-04-27,google,cpc,Performance Max - Prospecting,Paid Search,desktop,Netherlands,/collections/best-sellers,82,41,112.53,259,6,3,2,2
2025-04-27,google,cpc,Performance Max - Prospecting,Paid Search,tablet,France,/products/premium-hoodie,85,42,67.33,223,6,3,1,1
2025-04-27,google,cpc,Shopping - All Products,Paid Search,desktop,Netherlands,/,79,42,114.0,235,6,3,2,2
2025-04-27,google,organic,,Organic Search,desktop,Netherlands,/collections/accessories,105,68,121.53,327,8,4,2,2
2025-04-27,google,organic,,Organic Search,desktop,Netherlands,/collections/accessories,90,61,116.4,278,7,4,2,2
2025-04-27,google,organic,,Organic Search,desktop,Netherlands,/collections/new-arrivals,82,48,63.76,263,7,3,1,1
2025-04-27,(direct),(none),,Direct,desktop,Belgium,/products/classic-essential-tee,47,25,57.66,115,4,1,1,1
2025-04-27,(direct),(none),,Direct,desktop,Netherlands,/collections/new-arrivals,53,26,74.2,149,4,2,1,1
2025-04-27,(direct),(none),,Direct,desktop,Belgium,/products/organic-joggers,53,23,68.52,143,4,2,1,1
2025-04-27,facebook,paid,Broad - Interest Based,Paid Social,mobile,Netherlands,/,35,16,0.0,100,2,1,0,0
2025-04-27,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Netherlands,/products/weekend-bag,36,17,0.0,111,3,1,0,0
2025-04-27,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/products/premium-hoodie,28,11,0.0,76,1,0,0,0
2025-04-27,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/sale,16,6,0.0,48,1,0,0,0
2025-04-27,instagram,paid,Reels - Product Highlights,Paid Social,desktop,Netherlands,/collections/best-sellers,14,6,0.0,40,0,0,0,0
2025-04-27,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/collections/best-sellers,13,5,0.0,38,0,0,0,0
2025-04-27,email,newsletter,Weekly Newsletter,Email,desktop,Netherlands,/collections/accessories,25,15,0.0,77,2,1,0,0
2025-04-27,email,newsletter,Post-Purchase Flow,Email,mobile,Germany,/products/classic-essential-tee,25,15,0.0,76,1,0,0,0
2025-04-27,email,newsletter,Post-Purchase Flow,Email,desktop,Belgium,/collections/best-sellers,27,18,0.0,80,1,0,0,0
2025-04-27,bing,organic,,Organic Search,desktop,Germany,/collections/new-arrivals,14,9,0.0,44,1,0,0,0
2025-04-27,bing,organic,,Organic Search,desktop,Netherlands,/collections/best-sellers,10,6,0.0,29,0,0,0,0
2025-04-27,bing,organic,,Organic Search,desktop,Germany,/products/premium-hoodie,13,8,0.0,31,0,0,0,0
2025-04-27,pinterest,referral,,Social,mobile,Belgium,/,8,3,0.0,24,0,0,0,0
2025-04-27,pinterest,referral,,Social,desktop,Belgium,/,9,3,0.0,24,0,0,0,0
2025-04-27,pinterest,referral,,Social,desktop,Netherlands,/collections/new-arrivals,10,3,0.0,30,0,0,0,0
2025-04-28,google,cpc,Brand - NL,Paid Search,mobile,Other,/,109,60,146.98,342,10,5,2,2
2025-04-28,google,cpc,Search - Generic,Paid Search,mobile,Netherlands,/collections/new-arrivals,98,58,64.48,273,9,4,1,1
2025-04-28,google,cpc,Search - Generic,Paid Search,desktop,Netherlands,/collections/sale,112,60,200.13,331,10,6,3,3
2025-04-28,google,organic,,Organic Search,mobile,Netherlands,/collections/new-arrivals,144,97,136.75,431,12,7,2,2
2025-04-28,google,organic,,Organic Search,mobile,Belgium,/collections/new-arrivals,146,93,59.14,421,9,4,1,1
2025-04-28,google,organic,,Organic Search,tablet,Netherlands,/collections/new-arrivals,117,65,124.42,294,10,6,2,2
2025-04-28,(direct),(none),,Direct,desktop,Netherlands,/collections/best-sellers,70,32,120.56,186,5,2,2,2
2025-04-28,(direct),(none),,Direct,mobile,Netherlands,/,71,35,69.02,224,5,2,1,1
2025-04-28,(direct),(none),,Direct,mobile,Netherlands,/,70,36,142.62,169,4,2,2,2
2025-04-28,facebook,paid,Retargeting - Website Visitors,Paid Social,mobile,Germany,/,42,18,0.0,103,3,1,0,0
2025-04-28,facebook,paid,Broad - Interest Based,Paid Social,desktop,Netherlands,/products/recycled-sneakers,48,19,0.0,125,3,1,0,0
2025-04-28,facebook,paid,Lookalike - Purchasers,Paid Social,mobile,Netherlands,/products/organic-joggers,40,18,0.0,122,3,1,0,0
2025-04-28,instagram,paid,Reels - Product Highlights,Paid Social,tablet,Netherlands,/collections/sale,25,11,0.0,70,1,0,0,0
2025-04-28,instagram,paid,Reels - Product Highlights,Paid Social,tablet,Netherlands,/,24,11,0.0,58,2,1,0,0
2025-04-28,instagram,paid,Stories - New Collection,Paid Social,desktop,Germany,/collections/sale,25,11,0.0,76,2,1,0,0
2025-04-28,email,newsletter,Weekly Newsletter,Email,mobile,Netherlands,/collections/new-arrivals,36,24,68.85,112,3,1,1,1
2025-04-28,email,newsletter,Abandoned Cart,Email,mobile,Netherlands,/products/classic-essential-tee,35,23,65.4,99,2,1,1,1
2025-04-28,email,newsletter,Weekly Newsletter,Email,mobile,Belgium,/,31,21,0.0,93,2,1,0,0
2025-04-28,bing,organic,,Organic Search,mobile,Germany,/collections/new-arrivals,18,10,0.0,49,1,0,0,0
2025-04-28,bing,organic,,Organic Search,desktop,Netherlands,/collections/sale,18,11,0.0,55,1,0,0,0
2025-04-28,bing,organic,,Organic Search,mobile,Germany,/products/premium-hoodie,16,9,0.0,45,1,0,0,0
2025-04-28,pinterest,referral,,Social,mobile,Netherlands,/collections/best-sellers,13,4,0.0,33,0,0,0,0
2025-04-28,pinterest,referral,,Social,desktop,Belgium,/collections/sale,15,6,0.0,44,1,0,0,0
2025-04-28,pinterest,referral,,Social,desktop,Netherlands,/products/classic-essential-tee,13,5,0.0,36,1,0,0,0
2025-04-29,google,cpc,Shopping - All Products,Paid Search,mobile,France,/,101,51,60.9,284,6,3,1,1
2025-04-29,google,cpc,Shopping - Best Sellers,Paid Search,desktop,Netherlands,/pages/about-us,81,45,72.69,253,5,3,1,1
2025-04-29,google,cpc,Performance Max - Prospecting,Paid Search,desktop,Netherlands,/,79,43,128.14,210,6,3,2,2
2025-04-29,google,organic,,Organic Search,desktop,Netherlands,/products/organic-joggers,118,75,138.89,289,9,5,2,2
2025-04-29,google,organic,,Organic Search,desktop,Germany,/collections/new-arrivals,95,60,121.32,233,6,2,2,2
2025-04-29,google,organic,,Organic Search,mobile,Belgium,/collections/new-arrivals,114,72,73.88,323,10,6,1,1
2025-04-29,(direct),(none),,Direct,mobile,Belgium,/products/classic-essential-tee,47,24,74.02,122,3,1,1,1
2025-04-29,(direct),(none),,Direct,mobile,Belgium,/,55,26,64.83,174,4,1,1,1
2025-04-29,(direct),(none),,Direct,desktop,Netherlands,/collections/best-sellers,48,26,60.81,121,4,1,1,1
2025-04-29,facebook,paid,Lookalike - Purchasers,Paid Social,tablet,Belgium,/,41,17,0.0,100,2,1,0,0
2025-04-29,facebook,paid,Retargeting - Website Visitors,Paid Social,desktop,Germany,/,33,15,0.0,99,2,0,0,0
2025-04-29,facebook,paid,Broad - Interest Based,Paid Social,desktop,Belgium,/,31,14,0.0,88,2,0,0,0
2025-04-29,instagram,paid,Stories - New Collection,Paid Social,mobile,Netherlands,/products/premium-hoodie,18,8,0.0,44,1,0,0,0
2025-04-29,instagram,paid,Reels - Product Highlights,Paid Social,mobile,Netherlands,/collections/accessories,18,7,0.0,47,1,0,0,0
2025-04-29,instagram,paid,Stories - New Collection,Paid Social,desktop,Netherlands,/products/organic-joggers,21,10,0.0,54,1,0,0,0
