event_date,device_category,channel_grouping,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue
2025-07-02,desktop,Organic Search,178,123,22,11,7,504.16
2025-07-02,mobile,Organic Search,155,103,17,8,4,284.84
2025-07-02,desktop,Direct,94,62,10,5,3,212.87
2025-07-02,mobile,Direct,72,48,6,3,1,70.66
2025-07-02,desktop,Paid Social,101,60,13,7,3,180.22
2025-07-02,mobile,Paid Social,81,54,8,4,1,71.93
2025-07-02,desktop,Email,45,31,5,2,1,64.27
2025-07-02,mobile,Email,45,29,4,2,1,71.03
2025-07-03,desktop,Paid Search,163,109,18,9,5,349.24
2025-07-03,mobile,Paid Search,117,76,11,5,2,143.54
2025-07-03,desktop,Organic Search,179,122,21,10,6,352.09
2025-07-03,mobile,Organic Search,158,100,14,6,3,200.47
2025-07-03,desktop,Direct,89,60,11,5,2,128.92
2025-07-03,mobile,Direct,71,43,6,2,1,58.75
2025-07-03,desktop,Paid Social,95,64,11,5,3,194.13
2025-07-03,mobile,Paid Social,79,50,7,3,1,57.3
2025-07-03,desktop,Email,50,32,5,2,1,70.57
2025-07-03,mobile,Email,41,26,3,1,0,0.0
2025-07-04,desktop,Paid Search,146,101,19,9,5,327.25
2025-07-04,mobile,Paid Search,131,86,12,5,2,140.73
2025-07-04,desktop,Organic Search,201,121,24,11,7,452.87
2025-07-04,mobile,Organic Search,167,108,16,7,3,210.67
2025-07-04,desktop,Direct,91,56,11,6,3,217.79
2025-07-04,mobile,Direct,69,48,7,3,1,71.13
2025-07-04,desktop,Paid Social,85,56,10,5,3,197.47
2025-07-04,mobile,Paid Social,69,43,6,3,1,61.36
2025-07-04,desktop,Email,47,30,5,2,1,58.67
2025-07-04,mobile,Email,42,28,3,1,0,0.0
2025-07-05,desktop,Paid Search,125,75,15,7,4,286.24
2025-07-05,mobile,Paid Search,99,61,10,5,2,139.95
2025-07-05,desktop,Organic Search,130,83,16,9,5,326.64
2025-07-05,mobile,Organic Search,123,77,12,5,2,117.16
2025-07-05,desktop,Direct,67,45,8,4,2,119.3
2025-07-05,mobile,Direct,63,39,7,3,1,72.3
2025-07-05,desktop,Paid Social,72,44,8,4,2,129.91
2025-07-05,mobile,Paid Social,52,33,5,2,1,57.92
2025-07-05,desktop,Email,33,21,3,1,0,0.0
2025-07-05,mobile,Email,27,17,2,1,0,0.0
2025-07-06,desktop,Paid Search,98,63,12,6,3,186.45
2025-07-06,mobile,Paid Search,91,60,9,4,1,61.15
2025-07-06,desktop,Organic Search,135,90,15,9,4,247.55
2025-07-06,mobile,Organic Search,105,64,11,5,2,131.72
2025-07-06,desktop,Direct,60,37,7,3,1,59.38
2025-07-06,mobile,Direct,48,29,4,2,0,0.0
2025-07-06,desktop,Paid Social,71,47,8,4,2,143.42
2025-07-06,mobile,Paid Social,58,35,6,3,1,69.86
2025-07-06,desktop,Email,33,21,4,2,1,71.14
2025-07-06,mobile,Email,31,19,3,1,0,0.0
2025-07-07,desktop,Paid Search,166,103,21,12,6,422.49
2025-07-07,mobile,Paid Search,126,87,11,5,2,145.11
2025-07-07,desktop,Organic Search,178,112,20,10,6,362.86
2025-07-07,mobile,Organic Search,154,92,14,6,3,180.0
2025-07-07,desktop,Direct,97,64,11,6,3,202.14
2025-07-07,mobile,Direct,73,47,7,3,1,69.43
2025-07-07,desktop,Paid Social,107,68,14,7,4,278.43
2025-07-07,mobile,Paid Social,88,59,8,4,2,119.26
2025-07-07,desktop,Email,56,38,6,3,1,63.61
2025-07-07,mobile,Email,47,29,4,1,0,0.0
2025-07-08,desktop,Paid Search,162,107,18,10,6,364.92
2025-07-08,mobile,Paid Search,143,92,15,6,3,181.75
2025-07-08,desktop,Organic Search,168,116,20,10,6,406.64
2025-07-08,mobile,Organic Search,150,102,14,6,3,213.99
2025-07-08,desktop,Direct,99,68,12,6,3,194.38
2025-07-08,mobile,Direct,74,46,7,3,1,68.79
2025-07-08,desktop,Paid Social,94,58,11,5,2,144.03
2025-07-08,mobile,Paid Social,79,49,7,3,1,71.31
2025-07-08,desktop,Email,44,27,5,2,1,70.54
2025-07-08,mobile,Email,42,26,4,1,0,0.0
2025-07-09,desktop,Paid Search,141,93,17,9,5,300.95
2025-07-09,mobile,Paid Search,129,82,11,5,2,114.71
2025-07-09,desktop,Organic Search,173,114,20,10,6,351.95
2025-07-09,mobile,Organic Search,140,93,15,7,3,205.43
2025-07-09,desktop,Direct,93,62,11,5,2,117.91
2025-07-09,mobile,Direct,79,48,8,3,1,59.53
2025-07-09,desktop,Paid Social,83,57,9,4,2,124.28
2025-07-09,mobile,Paid Social,78,54,8,3,1,70.79
2025-07-09,desktop,Email,45,30,5,2,1,67.77
2025-07-09,mobile,Email,35,21,3,1,0,0.0
2025-07-10,desktop,Paid Search,161,97,20,9,5,329.56
2025-07-10,mobile,Paid Search,121,83,12,5,2,125.34
2025-07-10,desktop,Organic Search,177,122,19,11,5,351.68
2025-07-10,mobile,Organic Search,142,90,14,6,3,181.51
2025-07-10,desktop,Direct,89,62,9,4,2,116.05
2025-07-10,mobile,Direct,66,39,6,2,1,70.32
2025-07-10,desktop,Paid Social,87,59,9,4,2,134.64
2025-07-10,mobile,Paid Social,67,43,7,3,1,59.53
2025-07-10,desktop,Email,46,31,5,2,1,62.88
2025-07-10,mobile,Email,40,25,4,2,0,0.0
2025-07-11,desktop,Paid Search,156,101,19,9,5,326.61
2025-07-11,mobile,Paid Search,127,82,13,6,3,177.38
2025-07-11,desktop,Organic Search,180,115,23,12,7,457.58
2025-07-11,mobile,Organic Search,140,94,14,6,2,145.01
2025-07-11,desktop,Direct,96,67,11,6,3,196.08
2025-07-11,mobile,Direct,70,46,7,3,1,68.77
2025-07-11,desktop,Paid Social,79,50,9,4,2,140.84
2025-07-11,mobile,Paid Social,65,42,6,2,1,68.76
2025-07-11,desktop,Email,52,35,5,2,1,59.56
2025-07-11,mobile,Email,38,25,3,1,0,0.0
2025-07-12,desktop,Paid Search,122,82,14,8,5,330.64
2025-07-12,mobile,Paid Search,82,51,7,3,1,62.18
2025-07-12,desktop,Organic Search,128,78,14,8,4,277.92
2025-07-12,mobile,Organic Search,115,73,11,5,2,127.03
2025-07-12,desktop,Direct,73,49,8,4,2,128.07
2025-07-12,mobile,Direct,52,35,4,2,1,59.38
2025-07-12,desktop,Paid Social,75,52,8,4,2,142.44
2025-07-12,mobile,Paid Social,54,34,5,2,0,0.0
2025-07-12,desktop,Email,32,19,3,1,0,0.0
2025-07-12,mobile,Email,28,17,3,1,0,0.0
2025-07-13,desktop,Paid Search,110,65,13,6,3,199.44
2025-07-13,mobile,Paid Search,109,72,10,5,2,139.41
2025-07-13,desktop,Organic Search,146,90,18,9,4,284.96
2025-07-13,mobile,Organic Search,123,83,13,6,2,123.91
2025-07-13,desktop,Direct,64,42,7,4,2,144.81
2025-07-13,mobile,Direct,65,41,6,2,1,59.22
2025-07-13,desktop,Paid Social,66,40,8,4,2,132.27
2025-07-13,mobile,Paid Social,55,36,5,2,1,72.55
2025-07-13,desktop,Email,43,27,4,2,1,66.16
2025-07-13,mobile,Email,29,18,2,0,0,0.0
2025-07-14,desktop,Paid Search,174,108,21,12,7,429.53
2025-07-14,mobile,Paid Search,122,83,11,5,2,137.0
2025-07-14,desktop,Organic Search,197,125,24,14,8,507.07
2025-07-14,mobile,Organic Search,146,91,14,6,3,182.58
2025-07-14,desktop,Direct,108,67,12,6,3,207.1
2025-07-14,mobile,Direct,77,53,8,4,1,71.06
2025-07-14,desktop,Paid Social,102,70,12,7,4,258.46
2025-07-14,mobile,Paid Social,78,54,8,3,1,61.04
2025-07-14,desktop,Email,49,30,5,2,1,62.36
2025-07-14,mobile,Email,44,30,4,2,1,69.46
2025-07-15,desktop,Paid Search,163,112,18,10,6,360.33
2025-07-15,mobile,Paid Search,138,90,13,6,2,117.48
2025-07-15,desktop,Organic Search,194,120,24,14,8,508.15
2025-07-15,mobile,Organic Search,131,91,13,6,2,125.16
2025-07-15,desktop,Direct,98,60,11,5,2,129.31
2025-07-15,mobile,Direct,69,46,7,3,1,57.79
2025-07-15,desktop,Paid Social,98,67,10,5,2,140.43
2025-07-15,mobile,Paid Social,70,45,7,3,1,70.36
2025-07-15,desktop,Email,52,34,6,3,1,65.09
2025-07-15,mobile,Email,40,26,4,2,1,65.86
2025-07-16,desktop,Paid Search,158,96,17,8,4,263.39
2025-07-16,mobile,Paid Search,122,80,12,5,2,137.98
2025-07-16,desktop,Organic Search,208,142,26,13,8,525.34
2025-07-16,mobile,Organic Search,147,102,15,7,3,201.71
2025-07-16,desktop,Direct,104,71,13,6,3,205.41
2025-07-16,mobile,Direct,72,45,6,2,1,61.1
2025-07-16,desktop,Paid Social,85,52,10,5,3,193.55
2025-07-16,mobile,Paid Social,80,55,7,3,1,68.61
2025-07-16,desktop,Email,54,32,5,2,1,60.91
2025-07-16,mobile,Email,45,29,4,1,0,0.0
2025-07-17,desktop,Paid Search,169,101,18,10,5,362.41
2025-07-17,mobile,Paid Search,132,88,14,6,3,174.29
2025-07-17,desktop,Organic Search,204,141,24,12,7,470.78
2025-07-17,mobile,Organic Search,153,95,14,6,3,188.27
2025-07-17,desktop,Direct,103,70,11,5,2,123.66
2025-07-17,mobile,Direct,80,51,8,4,1,69.47
2025-07-17,desktop,Paid Social,100,61,13,6,3,201.53
2025-07-17,mobile,Paid Social,71,46,7,3,1,63.95
2025-07-17,desktop,Email,47,32,5,3,1,61.25
2025-07-17,mobile,Email,40,26,4,2,1,59.18
2025-07-18,desktop,Paid Search,151,95,19,10,5,337.26
2025-07-18,mobile,Paid Search,132,80,13,6,2,130.3
2025-07-18,desktop,Organic Search,169,117,20,10,5,287.6
2025-07-18,mobile,Organic Search,131,80,13,5,2,123.5
2025-07-18,desktop,Direct,82,54,9,5,2,128.76
2025-07-18,mobile,Direct,74,48,7,3,1,67.23
2025-07-18,desktop,Paid Social,79,48,9,5,2,127.07
2025-07-18,mobile,Paid Social,67,42,7,3,1,63.13
2025-07-18,desktop,Email,48,32,6,3,1,66.69
2025-07-18,mobile,Email,39,27,3,1,0,0.0
2025-07-19,desktop,Paid Search,114,75,14,8,5,345.34
2025-07-19,mobile,Paid Search,93,62,8,3,1,71.65
2025-07-19,desktop,Organic Search,140,96,18,10,5,298.16
2025-07-19,mobile,Organic Search,98,60,9,4,2,132.88
2025-07-19,desktop,Direct,64,40,7,3,1,57.68
2025-07-19,mobile,Direct,55,34,5,2,1,60.63
2025-07-19,desktop,Paid Social,64,40,7,4,2,122.89
2025-07-19,mobile,Paid Social,49,33,5,2,0,0.0
2025-07-19,desktop,Email,32,19,3,1,0,0.0
2025-07-19,mobile,Email,32,21,3,1,0,0.0
2025-07-20,desktop,Paid Search,117,81,13,7,4,274.92
2025-07-20,mobile,Paid Search,93,64,8,3,1,62.16
2025-07-20,desktop,Organic Search,115,69,13,6,3,192.47
2025-07-20,mobile,Organic Search,108,64,10,5,2,130.71
2025-07-20,desktop,Direct,66,46,8,3,1,63.23
2025-07-20,mobile,Direct,56,37,6,2,1,65.78
2025-07-20,desktop,Paid Social,66,42,8,4,2,135.03
2025-07-20,mobile,Paid Social,51,33,5,2,0,0.0
2025-07-20,desktop,Email,33,20,3,1,0,0.0
2025-07-20,mobile,Email,30,21,2,1,0,0.0
2025-07-21,desktop,Paid Search,184,120,22,13,7,466.45
2025-07-21,mobile,Paid Search,139,91,13,5,2,138.58
2025-07-21,desktop,Organic Search,203,140,23,13,7,481.3
2025-07-21,mobile,Organic Search,153,104,15,8,4,246.69
2025-07-21,desktop,Direct,95,60,10,6,3,183.17
2025-07-21,mobile,Direct,88,54,8,3,1,69.13
2025-07-21,desktop,Paid Social,95,57,10,5,3,216.92
2025-07-21,mobile,Paid Social,91,57,9,4,1,67.01
2025-07-21,desktop,Email,50,30,6,3,1,60.69
2025-07-21,mobile,Email,40,26,3,1,0,0.0
2025-07-22,desktop,Paid Search,135,87,17,10,6,387.07
2025-07-22,mobile,Paid Search,114,69,10,5,2,125.53
2025-07-22,desktop,Organic Search,188,122,24,12,6,378.11
2025-07-22,mobile,Organic Search,153,94,14,7,3,215.49
2025-07-22,desktop,Direct,93,60,10,5,2,116.96
2025-07-22,mobile,Direct,70,43,7,3,1,69.64
2025-07-22,desktop,Paid Social,98,59,11,5,3,175.42
2025-07-22,mobile,Paid Social,82,51,7,3,1,71.85
2025-07-22,desktop,Email,45,28,5,2,1,58.45
2025-07-22,mobile,Email,39,24,4,1,0,0.0
2025-07-23,desktop,Paid Search,138,91,16,7,4,249.12
2025-07-23,mobile,Paid Search,129,87,13,6,3,217.47
2025-07-23,desktop,Organic Search,190,118,23,11,6,391.57
2025-07-23,mobile,Organic Search,135,85,15,6,2,119.58
2025-07-23,desktop,Direct,94,60,12,6,3,172.17
2025-07-23,mobile,Direct,67,45,7,3,1,61.18
2025-07-23,desktop,Paid Social,87,55,9,4,2,131.88
2025-07-23,mobile,Paid Social,74,51,7,3,1,61.75
2025-07-23,desktop,Email,42,29,5,2,1,63.33
2025-07-23,mobile,Email,36,22,3,1,0,0.0
2025-07-24,desktop,Paid Search,146,102,18,10,6,403.85
2025-07-24,mobile,Paid Search,141,96,14,6,3,173.67
2025-07-24,desktop,Organic Search,186,128,22,12,6,426.19
2025-07-24,mobile,Organic Search,153,106,16,8,3,215.7
2025-07-24,desktop,Direct,87,53,9,4,2,134.35
2025-07-24,mobile,Direct,76,47,7,3,1,72.39
2025-07-24,desktop,Paid Social,87,57,10,5,3,207.57
2025-07-24,mobile,Paid Social,83,56,8,3,1,69.92
2025-07-24,desktop,Email,55,33,7,4,2,127.77
2025-07-24,mobile,Email,41,25,4,1,0,0.0
2025-07-25,desktop,Paid Search,135,81,15,8,5,311.5
2025-07-25,mobile,Paid Search,114,79,11,5,2,143.43
2025-07-25,desktop,Organic Search,182,120,20,11,6,400.81
2025-07-25,mobile,Organic Search,142,97,13,6,2,138.92
2025-07-25,desktop,Direct,95,61,11,6,3,186.98
2025-07-25,mobile,Direct,75,46,7,3,1,57.7
2025-07-25,desktop,Paid Social,76,47,9,4,2,134.0
2025-07-25,mobile,Paid Social,67,45,6,3,1,59.34
2025-07-25,desktop,Email,48,30,6,3,1,63.73
2025-07-25,mobile,Email,37,25,3,1,0,0.0
2025-07-26,desktop,Paid Search,124,80,15,8,4,245.35
2025-07-26,mobile,Paid Search,87,55,8,4,2,117.19
2025-07-26,desktop,Organic Search,137,88,15,7,4,285.69
2025-07-26,mobile,Organic Search,113,70,10,4,2,140.8
2025-07-26,desktop,Direct,72,49,8,4,2,125.78
2025-07-26,mobile,Direct,52,35,5,2,1,57.57
2025-07-26,desktop,Paid Social,75,46,9,4,2,134.94
2025-07-26,mobile,Paid Social,63,39,5,2,1,65.93
2025-07-26,desktop,Email,41,28,5,2,1,63.61
2025-07-26,mobile,Email,28,19,2,0,0,0.0
2025-07-27,desktop,Paid Search,119,75,13,7,4,282.98
2025-07-27,mobile,Paid Search,92,58,10,5,2,119.01
2025-07-27,desktop,Organic Search,127,84,16,8,4,279.84
2025-07-27,mobile,Organic Search,111,74,10,5,2,139.53
2025-07-27,desktop,Direct,66,42,8,4,2,134.63
2025-07-27,mobile,Direct,64,39,6,2,0,0.0
2025-07-27,desktop,Paid Social,75,50,8,3,1,68.9
2025-07-27,mobile,Paid Social,61,37,5,2,1,61.14
2025-07-27,desktop,Email,41,26,5,2,1,60.14
2025-07-27,mobile,Email,33,19,3,1,0,0.0
2025-07-28,desktop,Paid Search,182,124,23,13,8,468.72
2025-07-28,mobile,Paid Search,127,78,14,7,3,196.67
2025-07-28,desktop,Organic Search,208,126,24,12,7,404.34
2025-07-28,mobile,Organic Search,163,108,16,8,3,184.61
2025-07-28,desktop,Direct,105,70,11,5,3,173.23
2025-07-28,mobile,Direct,90,58,10,4,2,121.5
2025-07-28,desktop,Paid Social,102,68,11,6,3,198.78
2025-07-28,mobile,Paid Social,78,49,8,4,2,121.17
2025-07-28,desktop,Email,57,34,7,3,1,64.4
2025-07-28,mobile,Email,42,27,4,2,1,66.15
2025-07-29,desktop,Paid Search,134,89,15,9,5,322.57
2025-07-29,mobile,Paid Search,109,73,11,5,2,136.25
2025-07-29,desktop,Organic Search,184,112,21,11,6,381.02
2025-07-29,mobile,Organic Search,152,95,15,7,3,214.57
2025-07-29,desktop,Direct,84,54,10,6,3,173.12
2025-07-29,mobile,Direct,76,47,7,3,1,58.48
2025-07-29,desktop,Paid Social,91,57,11,5,2,137.45
2025-07-29,mobile,Paid Social,73,46,6,3,1,68.26
2025-07-29,desktop,Email,41,27,4,2,1,60.68
2025-07-29,mobile,Email,37,22,3,1,0,0.0
2025-07-30,desktop,Paid Search,142,89,18,9,5,306.84
2025-07-30,mobile,Paid Search,143,97,13,6,2,136.29
2025-07-30,desktop,Organic Search,183,122,24,11,6,384.49
2025-07-30,mobile,Organic Search,158,99,14,6,3,200.91
2025-07-30,desktop,Direct,96,61,12,6,3,178.63
2025-07-30,mobile,Direct,70,45,6,2,0,0.0
2025-07-30,desktop,Paid Social,103,71,13,7,4,241.65
2025-07-30,mobile,Paid Social,68,41,6,2,1,58.27
2025-07-30,desktop,Email,52,31,5,2,1,65.27
2025-07-30,mobile,Email,42,28,4,2,1,69.62
2025-07-31,desktop,Paid Search,162,105,20,11,6,404.4
2025-07-31,mobile,Paid Search,114,73,11,5,2,142.63
2025-07-31,desktop,Organic Search,163,101,18,9,5,357.19
2025-07-31,mobile,Organic Search,151,90,15,7,3,191.45
2025-07-31,desktop,Direct,92,61,10,5,2,132.36
2025-07-31,mobile,Direct,82,55,9,4,1,72.52
2025-07-31,desktop,Paid Social,90,62,11,6,3,203.19
2025-07-31,mobile,Paid Social,79,49,7,3,1,58.16
2025-07-31,desktop,Email,43,25,4,2,1,59.77
2025-07-31,mobile,Email,44,28,4,2,1,57.64
2025-08-01,desktop,Paid Search,149,97,18,9,5,363.67
2025-08-01,mobile,Paid Search,126,75,13,6,3,192.77
2025-08-01,desktop,Organic Search,188,125,21,10,6,358.41
2025-08-01,mobile,Organic Search,145,90,14,6,2,127.11
2025-08-01,desktop,Direct,80,52,9,4,2,122.88
2025-08-01,mobile,Direct,82,53,8,3,1,61.02
2025-08-01,desktop,Paid Social,98,63,10,5,2,133.61
2025-08-01,mobile,Paid Social,80,50,8,4,2,114.85
2025-08-01,desktop,Email,49,29,5,2,1,59.85
2025-08-01,mobile,Email,35,20,3,1,0,0.0
2025-08-02,desktop,Paid Search,96,63,11,6,3,197.23
2025-08-02,mobile,Paid Search,85,51,7,3,1,67.9
2025-08-02,desktop,Organic Search,146,93,17,9,5,310.93
2025-08-02,mobile,Organic Search,118,77,11,5,2,128.91
2025-08-02,desktop,Direct,64,40,7,3,1,66.77
2025-08-02,mobile,Direct,49,32,5,2,1,61.42
2025-08-02,desktop,Paid Social,69,45,8,3,1,65.8
2025-08-02,mobile,Paid Social,60,41,5,2,1,58.68
2025-08-02,desktop,Email,32,20,3,1,0,0.0
2025-08-02,mobile,Email,30,19,3,1,0,0.0
2025-08-03,desktop,Paid Search,105,71,13,6,3,176.04
2025-08-03,mobile,Paid Search,93,59,8,3,1,71.85
2025-08-03,desktop,Organic Search,131,87,16,9,5,346.01
2025-08-03,mobile,Organic Search,120,83,12,6,3,182.03
2025-08-03,desktop,Direct,66,45,7,4,2,134.21
2025-08-03,mobile,Direct,64,41,6,2,1,67.3
2025-08-03,desktop,Paid Social,75,45,8,4,2,124.74
2025-08-03,mobile,Paid Social,60,38,5,2,0,0.0
2025-08-03,desktop,Email,36,21,4,2,1,59.75
2025-08-03,mobile,Email,28,17,3,1,0,0.0
2025-08-04,desktop,Paid Search,176,109,20,11,6,418.28
2025-08-04,mobile,Paid Search,133,87,13,7,3,194.04
2025-08-04,desktop,Organic Search,212,134,24,13,8,483.84
2025-08-04,mobile,Organic Search,160,101,17,8,4,282.47
2025-08-04,desktop,Direct,91,59,11,6,3,178.1
2025-08-04,mobile,Direct,79,52,7,3,1,61.38
2025-08-04,desktop,Paid Social,101,69,12,6,3,194.99
2025-08-04,mobile,Paid Social,84,50,8,3,1,66.24
2025-08-04,desktop,Email,56,39,6,3,1,58.64
2025-08-04,mobile,Email,43,29,4,1,0,0.0
2025-08-05,desktop,Paid Search,152,104,17,9,5,298.55
2025-08-05,mobile,Paid Search,129,83,14,7,3,191.04
2025-08-05,desktop,Organic Search,183,111,20,10,5,322.37
2025-08-05,mobile,Organic Search,160,100,14,6,3,217.05
2025-08-05,desktop,Direct,83,52,10,5,3,187.61
2025-08-05,mobile,Direct,68,47,7,3,1,63.13
2025-08-05,desktop,Paid Social,94,56,10,5,2,141.75
2025-08-05,mobile,Paid Social,69,45,7,3,1,64.47
2025-08-05,desktop,Email,45,29,4,2,1,61.47
2025-08-05,mobile,Email,34,21,3,1,0,0.0
2025-08-06,desktop,Paid Search,137,89,15,9,5,307.68
2025-08-06,mobile,Paid Search,125,81,13,6,2,140.28
2025-08-06,desktop,Organic Search,195,120,25,12,6,394.0
2025-08-06,mobile,Organic Search,140,94,13,6,2,117.91
2025-08-06,desktop,Direct,96,65,12,6,3,172.41
2025-08-06,mobile,Direct,80,54,8,3,1,65.85
2025-08-06,desktop,Paid Social,97,63,10,5,3,202.94
2025-08-06,mobile,Paid Social,78,54,7,3,1,71.87
2025-08-06,desktop,Email,46,30,5,2,1,62.06
2025-08-06,mobile,Email,36,22,3,1,0,0.0
2025-08-07,desktop,Paid Search,147,93,17,8,4,275.94
2025-08-07,mobile,Paid Search,136,87,15,7,3,195.66
2025-08-07,desktop,Organic Search,167,110,19,10,6,423.74
2025-08-07,mobile,Organic Search,146,92,14,6,3,201.09
2025-08-07,desktop,Direct,94,63,12,6,3,214.87
2025-08-07,mobile,Direct,71,45,6,2,0,0.0
2025-08-07,desktop,Paid Social,94,57,11,5,3,187.75
2025-08-07,mobile,Paid Social,72,48,7,3,1,64.84
2025-08-07,desktop,Email,43,27,5,2,1,70.82
2025-08-07,mobile,Email,40,24,3,1,0,0.0
2025-08-08,desktop,Paid Search,164,104,17,9,5,337.58
2025-08-08,mobile,Paid Search,130,90,13,5,2,136.48
2025-08-08,desktop,Organic Search,199,130,26,15,8,552.94
2025-08-08,mobile,Organic Search,142,85,14,7,3,200.31
2025-08-08,desktop,Direct,100,63,12,5,3,212.24
2025-08-08,mobile,Direct,73,49,7,3,1,66.12
2025-08-08,desktop,Paid Social,98,60,10,5,2,126.11
2025-08-08,mobile,Paid Social,79,53,8,4,2,141.66
2025-08-08,desktop,Email,52,32,5,3,1,63.97
2025-08-08,mobile,Email,45,30,4,1,0,0.0
2025-08-09,desktop,Paid Search,124,79,15,8,4,234.93
2025-08-09,mobile,Paid Search,91,62,8,3,1,72.26
2025-08-09,desktop,Organic Search,148,95,17,9,5,298.74
2025-08-09,mobile,Organic Search,101,69,9,4,2,123.5
2025-08-09,desktop,Direct,73,49,9,4,2,115.5
2025-08-09,mobile,Direct,50,34,5,2,0,0.0
2025-08-09,desktop,Paid Social,63,38,7,4,2,124.65
2025-08-09,mobile,Paid Social,62,37,6,3,1,60.67
2025-08-09,desktop,Email,39,24,4,2,1,65.11
2025-08-09,mobile,Email,32,21,3,1,0,0.0
2025-08-10,desktop,Paid Search,113,73,13,7,4,286.36
2025-08-10,mobile,Paid Search,91,57,8,3,1,58.03
2025-08-10,desktop,Organic Search,130,87,16,9,5,290.92
2025-08-10,mobile,Organic Search,108,75,10,4,2,126.97
2025-08-10,desktop,Direct,67,40,8,4,2,131.92
2025-08-10,mobile,Direct,61,38,6,3,1,61.96
2025-08-10,desktop,Paid Social,73,46,8,4,2,130.83
2025-08-10,mobile,Paid Social,54,37,5,2,1,63.13
2025-08-10,desktop,Email,35,22,4,2,1,60.88
2025-08-10,mobile,Email,31,21,2,1,0,0.0
2025-08-11,desktop,Paid Search,169,113,19,9,5,290.94
2025-08-11,mobile,Paid Search,134,91,13,6,3,203.54
2025-08-11,desktop,Organic Search,204,138,22,11,6,411.62
2025-08-11,mobile,Organic Search,164,114,17,7,3,204.88
2025-08-11,desktop,Direct,111,66,12,6,3,193.51
2025-08-11,mobile,Direct,88,53,8,4,2,142.43
2025-08-11,desktop,Paid Social,105,67,12,7,3,184.69
2025-08-11,mobile,Paid Social,96,62,9,4,1,71.19
2025-08-11,desktop,Email,55,34,6,3,1,72.07
2025-08-11,mobile,Email,43,28,4,2,0,0.0
2025-08-12,desktop,Paid Search,165,100,18,9,4,265.64
2025-08-12,mobile,Paid Search,121,80,12,6,3,215.99
2025-08-12,desktop,Organic Search,186,120,24,13,7,491.88
2025-08-12,mobile,Organic Search,165,104,17,8,3,209.94
2025-08-12,desktop,Direct,95,63,11,6,3,213.97
2025-08-12,mobile,Direct,82,57,8,3,1,60.71
2025-08-12,desktop,Paid Social,97,59,12,6,3,207.66
2025-08-12,mobile,Paid Social,71,45,6,2,1,58.19
2025-08-12,desktop,Email,44,28,5,2,1,65.33
2025-08-12,mobile,Email,41,26,4,2,1,62.71
2025-08-13,desktop,Paid Search,166,112,21,12,6,343.69
2025-08-13,mobile,Paid Search,146,90,15,7,3,213.57
2025-08-13,desktop,Organic Search,183,110,22,13,7,462.41
2025-08-13,mobile,Organic Search,157,110,15,7,3,212.28
2025-08-13,desktop,Direct,93,63,10,5,2,143.75
2025-08-13,mobile,Direct,77,47,7,3,1,59.78
2025-08-13,desktop,Paid Social,93,63,11,5,2,128.32
2025-08-13,mobile,Paid Social,82,55,9,4,2,126.17
2025-08-13,desktop,Email,54,33,5,2,1,57.64
2025-08-13,mobile,Email,46,31,4,1,0,0.0
2025-08-14,desktop,Paid Search,145,92,17,9,5,291.89
2025-08-14,mobile,Paid Search,133,86,13,6,3,184.31
2025-08-14,desktop,Organic Search,162,110,19,10,6,354.14
2025-08-14,mobile,Organic Search,141,98,13,6,3,179.13
2025-08-14,desktop,Direct,83,52,8,4,2,124.77
2025-08-14,mobile,Direct,77,47,8,3,1,64.45
2025-08-14,desktop,Paid Social,84,54,9,5,2,140.27
2025-08-14,mobile,Paid Social,72,49,7,3,1,66.9
2025-08-14,desktop,Email,53,32,5,2,1,57.76
2025-08-14,mobile,Email,35,24,3,1,0,0.0
2025-08-15,desktop,Paid Search,169,104,19,11,6,349.1
2025-08-15,mobile,Paid Search,112,77,11,4,2,138.71
2025-08-15,desktop,Organic Search,180,115,22,11,6,391.65
2025-08-15,mobile,Organic Search,137,87,12,5,2,128.35
2025-08-15,desktop,Direct,80,48,8,4,2,131.38
2025-08-15,mobile,Direct,66,40,7,3,1,70.29
2025-08-15,desktop,Paid Social,86,57,9,5,2,124.5
2025-08-15,mobile,Paid Social,77,48,7,3,1,60.97
2025-08-15,desktop,Email,46,29,5,2,1,66.78
2025-08-15,mobile,Email,39,24,3,1,0,0.0
2025-08-16,desktop,Paid Search,126,83,15,8,4,272.93
2025-08-16,mobile,Paid Search,91,62,9,4,1,66.61
2025-08-16,desktop,Organic Search,152,92,19,11,6,358.87
2025-08-16,mobile,Organic Search,111,73,10,4,2,138.19
2025-08-16,desktop,Direct,76,48,8,4,2,119.88
2025-08-16,mobile,Direct,52,31,5,2,1,59.11
2025-08-16,desktop,Paid Social,75,51,9,4,2,140.23
2025-08-16,mobile,Paid Social,64,42,6,2,0,0.0
2025-08-16,desktop,Email,37,24,4,2,1,62.12
2025-08-16,mobile,Email,34,23,3,1,0,0.0
2025-08-17,desktop,Paid Search,112,71,14,7,4,267.0
2025-08-17,mobile,Paid Search,89,56,9,4,2,122.15
2025-08-17,desktop,Organic Search,132,89,15,8,5,308.82
2025-08-17,mobile,Organic Search,127,86,12,5,2,136.23
2025-08-17,desktop,Direct,66,42,7,4,2,133.27
2025-08-17,mobile,Direct,55,38,5,2,1,57.54
2025-08-17,desktop,Paid Social,70,44,8,4,2,126.34
