report_date,account_name,campaign_name,campaign_status,channel_type,device,ad_network_type,impressions,clicks,cost,conversions,conversions_value
2025-05-24,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1027,24,9.86,0,0.0
2025-05-24,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,132,3,0.99,0,0.0
2025-05-24,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,447,31,13.71,1,62.4
2025-05-24,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,487,29,10.46,0,0.0
2025-05-24,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,54,3,1.17,0,0.0
2025-05-24,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,206,11,4.96,0,0.0
2025-05-24,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,268,19,7.33,0,0.0
2025-05-24,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,32,2,0.89,0,0.0
2025-05-24,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,303,1,0.15,0,0.0
2025-05-24,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,355,1,0.21,0,0.0
2025-05-24,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,55,0,0.0,0,0.0
2025-05-25,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,466,33,14.89,1,64.33
2025-05-25,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,467,30,14.15,0,0.0
2025-05-25,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,74,5,2.43,0,0.0
2025-05-25,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,236,16,6.65,0,0.0
2025-05-25,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,244,14,6.45,0,0.0
2025-05-25,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,38,2,0.88,0,0.0
2025-05-25,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,598,6,1.8,0,0.0
2025-05-25,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,735,8,2.13,0,0.0
2025-05-25,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,113,1,0.28,0,0.0
2025-05-25,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,524,6,1.88,0,0.0
2025-05-25,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,503,5,1.31,0,0.0
2025-05-25,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,75,0,0.0,0,0.0
2025-05-25,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,881,21,7.11,0,0.0
2025-05-25,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,843,24,9.25,0,0.0
2025-05-25,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,150,3,1.14,0,0.0
2025-05-25,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,439,32,12.78,1,72.23
2025-05-25,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,363,21,8.42,0,0.0
2025-05-25,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,52,3,1.09,0,0.0
2025-05-25,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,222,16,7.16,0,0.0
2025-05-25,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,225,13,6.24,0,0.0
2025-05-25,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,37,2,0.97,0,0.0
2025-05-25,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,301,1,0.21,0,0.0
2025-05-25,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,277,1,0.17,0,0.0
2025-05-25,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,49,0,0.0,0,0.0
2025-05-26,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,752,50,24.06,2,145.67
2025-05-26,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,725,45,19.17,1,63.66
2025-05-26,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,117,6,2.41,0,0.0
2025-05-26,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,386,28,11.84,1,68.03
2025-05-26,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,388,27,13.67,0,0.0
2025-05-26,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,65,4,1.74,0,0.0
2025-05-26,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,954,12,3.77,0,0.0
2025-05-26,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1031,11,2.73,0,0.0
2025-05-26,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,146,1,0.28,0,0.0
2025-05-26,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,713,8,2.4,0,0.0
2025-05-26,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,918,12,2.7,0,0.0
2025-05-26,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,125,1,0.29,0,0.0
2025-05-26,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1433,35,14.05,1,57.44
2025-05-26,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1435,34,13.57,0,0.0
2025-05-26,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,226,5,1.66,0,0.0
2025-05-26,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,596,41,17.33,1,67.62
2025-05-26,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,581,37,19.23,1,57.33
2025-05-26,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,100,6,3.15,0,0.0
2025-05-26,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,363,22,8.95,0,0.0
2025-05-26,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,349,25,12.19,0,0.0
2025-05-26,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,55,3,1.37,0,0.0
2025-05-26,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,485,1,0.17,0,0.0
2025-05-26,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,487,1,0.2,0,0.0
2025-05-26,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,64,0,0.0,0,0.0
2025-05-27,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,513,29,12.95,1,74.53
2025-05-27,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,516,31,13.68,0,0.0
2025-05-27,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,84,5,2.63,0,0.0
2025-05-27,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,329,19,8.6,0,0.0
2025-05-27,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,343,19,6.87,0,0.0
2025-05-27,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,53,3,1.52,0,0.0
2025-05-27,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,1028,12,3.08,0,0.0
2025-05-27,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,904,10,3.27,0,0.0
2025-05-27,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,153,1,0.33,0,0.0
2025-05-27,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,706,8,2.59,0,0.0
2025-05-27,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,656,7,1.8,0,0.0
2025-05-27,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,112,1,0.3,0,0.0
2025-05-27,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1299,35,12.08,1,63.12
2025-05-27,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1275,28,11.05,0,0.0
2025-05-27,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,158,4,1.64,0,0.0
2025-05-27,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,512,32,14.79,1,64.74
2025-05-27,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,596,41,18.18,1,68.66
2025-05-27,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,76,4,1.84,0,0.0
2025-05-27,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,301,22,9.76,0,0.0
2025-05-27,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,266,19,7.97,0,0.0
2025-05-27,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,44,3,1.24,0,0.0
2025-05-27,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,393,1,0.16,0,0.0
2025-05-27,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,387,1,0.15,0,0.0
2025-05-27,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,52,0,0.0,0,0.0
2025-05-28,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,640,36,14.24,1,70.82
2025-05-28,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,591,43,15.96,1,59.72
2025-05-28,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,100,5,1.85,0,0.0
2025-05-28,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,309,19,9.08,0,0.0
2025-05-28,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,321,20,7.27,0,0.0
2025-05-28,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,46,3,1.56,0,0.0
2025-05-28,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,1006,13,3.81,0,0.0
2025-05-28,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1002,11,3.39,0,0.0
2025-05-28,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,136,1,0.32,0,0.0
2025-05-28,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,731,9,2.18,0,0.0
2025-05-28,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,772,9,2.71,0,0.0
2025-05-28,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,113,1,0.23,0,0.0
2025-05-28,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1194,34,10.98,1,63.22
2025-05-28,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1290,32,10.36,0,0.0
2025-05-28,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,178,4,1.68,0,0.0
2025-05-28,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,528,32,11.59,1,64.78
2025-05-28,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,564,36,13.52,0,0.0
2025-05-28,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,85,5,2.47,0,0.0
2025-05-28,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,244,13,6.06,0,0.0
2025-05-28,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,278,15,6.94,0,0.0
2025-05-28,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,41,2,0.96,0,0.0
2025-05-28,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,398,1,0.21,0,0.0
2025-05-28,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,359,1,0.18,0,0.0
2025-05-28,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,65,0,0.0,0,0.0
2025-05-29,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,616,37,18.27,1,58.66
2025-05-29,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,569,37,19.69,0,0.0
2025-05-29,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,99,6,2.68,0,0.0
2025-05-29,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,374,21,9.75,0,0.0
2025-05-29,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,335,18,6.56,0,0.0
2025-05-29,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,52,3,1.11,0,0.0
2025-05-29,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,984,13,3.56,0,0.0
2025-05-29,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,916,9,2.31,0,0.0
2025-05-29,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,136,1,0.27,0,0.0
2025-05-29,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,752,9,2.44,0,0.0
2025-05-29,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,746,8,1.89,0,0.0
2025-05-29,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,110,1,0.33,0,0.0
2025-05-29,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1062,23,8.16,0,0.0
2025-05-29,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1264,32,10.42,0,0.0
2025-05-29,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,162,4,1.15,0,0.0
2025-05-29,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,494,34,15.13,1,65.4
2025-05-29,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,576,33,14.91,0,0.0
2025-05-29,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,76,5,1.95,0,0.0
2025-05-29,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,342,20,7.56,0,0.0
2025-05-29,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,347,25,10.56,0,0.0
2025-05-29,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,42,2,0.97,0,0.0
2025-05-29,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,385,1,0.16,0,0.0
2025-05-29,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,400,1,0.16,0,0.0
2025-05-29,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,56,0,0.0,0,0.0
2025-05-30,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,582,34,15.86,1,73.39
2025-05-30,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,575,39,20.74,1,66.32
2025-05-30,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,92,5,1.98,0,0.0
2025-05-30,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,302,20,8.73,0,0.0
2025-05-30,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,392,27,10.13,0,0.0
2025-05-30,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,60,4,1.84,0,0.0
2025-05-30,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,1014,13,3.5,0,0.0
2025-05-30,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1035,10,2.54,0,0.0
2025-05-30,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,150,1,0.28,0,0.0
2025-05-30,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,638,7,2.1,0,0.0
2025-05-30,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,671,7,2.0,0,0.0
2025-05-30,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,111,1,0.26,0,0.0
2025-05-30,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1127,30,8.44,1,65.73
2025-05-30,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1124,29,8.8,0,0.0
2025-05-30,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,202,5,1.63,0,0.0
2025-05-30,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,569,37,16.07,1,70.54
2025-05-30,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,599,35,15.34,1,60.16
2025-05-30,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,74,5,2.68,0,0.0
2025-05-30,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,264,17,7.98,0,0.0
2025-05-30,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,342,21,10.92,0,0.0
2025-05-30,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,45,2,1.06,0,0.0
2025-05-30,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,393,1,0.17,0,0.0
2025-05-30,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,393,1,0.17,0,0.0
2025-05-30,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,56,0,0.0,0,0.0
2025-05-31,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,450,31,16.32,1,56.37
2025-05-31,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,442,30,11.92,1,56.75
2025-05-31,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,60,3,1.46,0,0.0
2025-05-31,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,269,18,9.61,0,0.0
2025-05-31,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,311,22,11.32,0,0.0
2025-05-31,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,42,3,1.55,0,0.0
2025-05-31,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,729,8,1.84,0,0.0
2025-05-31,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,737,7,1.78,0,0.0
2025-05-31,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,104,1,0.3,0,0.0
2025-05-31,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,611,6,1.98,0,0.0
2025-05-31,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,613,8,2.21,0,0.0
2025-05-31,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,85,0,0.0,0,0.0
2025-05-31,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1003,25,9.73,0,0.0
2025-05-31,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,927,20,7.34,0,0.0
2025-05-31,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,148,3,0.91,0,0.0
2025-05-31,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,371,24,10.58,0,0.0
2025-05-31,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,497,33,15.57,0,0.0
2025-05-31,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,54,3,1.28,0,0.0
2025-05-31,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,222,14,7.43,0,0.0
2025-05-31,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,209,13,5.36,0,0.0
2025-05-31,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,35,2,0.73,0,0.0
2025-05-31,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,343,1,0.19,0,0.0
2025-05-31,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,319,1,0.15,0,0.0
2025-05-31,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,54,0,0.0,0,0.0
2025-06-01,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,354,21,9.53,0,0.0
2025-06-01,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,473,28,13.12,0,0.0
2025-06-01,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,59,3,1.36,0,0.0
2025-06-01,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,280,15,6.61,0,0.0
2025-06-01,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,237,14,5.15,0,0.0
2025-06-01,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,34,2,1.0,0,0.0
2025-06-01,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,624,8,1.99,0,0.0
2025-06-01,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,624,8,2.44,0,0.0
2025-06-01,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,107,1,0.31,0,0.0
2025-06-01,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,476,6,1.82,0,0.0
2025-06-01,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,455,4,1.19,0,0.0
2025-06-01,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,66,0,0.0,0,0.0
2025-06-01,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,781,22,7.52,0,0.0
2025-06-01,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,915,20,7.77,0,0.0
2025-06-01,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,135,3,0.9,0,0.0
2025-06-01,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,356,20,7.27,0,0.0
2025-06-01,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,397,22,10.93,0,0.0
2025-06-01,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,62,3,1.46,0,0.0
2025-06-01,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,192,13,4.77,0,0.0
2025-06-01,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,245,14,7.05,0,0.0
2025-06-01,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,32,1,0.41,0,0.0
2025-06-01,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,303,1,0.21,0,0.0
2025-06-01,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,271,1,0.17,0,0.0
2025-06-01,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,41,0,0.0,0,0.0
2025-06-02,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,579,35,14.21,1,74.73
2025-06-02,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,584,41,20.54,1,61.23
2025-06-02,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,88,5,1.9,0,0.0
2025-06-02,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,354,23,11.93,0,0.0
2025-06-02,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,408,27,11.53,0,0.0
2025-06-02,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,57,3,1.31,0,0.0
2025-06-02,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,946,12,3.5,0,0.0
2025-06-02,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1144,13,3.61,0,0.0
2025-06-02,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,148,1,0.23,0,0.0
2025-06-02,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,773,10,2.66,0,0.0
2025-06-02,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,690,9,2.32,0,0.0
2025-06-02,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,112,1,0.25,0,0.0
2025-06-02,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1341,33,9.76,0,0.0
2025-06-02,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1213,31,9.0,0,0.0
2025-06-02,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,191,4,1.64,0,0.0
2025-06-02,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,599,41,21.35,1,67.16
2025-06-02,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,620,41,15.67,1,72.42
2025-06-02,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,85,4,1.96,0,0.0
2025-06-02,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,273,18,9.11,0,0.0
2025-06-02,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,370,21,11.34,0,0.0
2025-06-02,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,43,2,0.98,0,0.0
2025-06-02,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,433,1,0.2,0,0.0
2025-06-02,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,428,1,0.19,0,0.0
2025-06-02,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,67,0,0.0,0,0.0
2025-06-03,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,501,36,17.55,1,64.6
2025-06-03,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,621,36,17.31,0,0.0
2025-06-03,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,89,5,1.85,0,0.0
2025-06-03,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,322,19,9.95,0,0.0
